item_id,title,current_sku,proposed_sku,reason,action,manual_review,duplicate_item_id,duplicate_proposed_sku
147328756665,Holo Toxtricity 063/189 Promo Miscellaneous Cards & Products Near Mint,,ETB-01-A-0031,missing_sku,repair,False,False,False
147328802593,Applin 020/192  Cosmos Holo Pokemon Card Rebel Clash NM,,ETB-01-A-0032,missing_sku,repair,False,False,False
147329553204,Walking Wake ex 189/162 Pokemon TCG Temporal Forces Ultra Rare Full Art FA,,ETB-01-A-0033,missing_sku,repair,False,False,False
147330533083,Ditto (Poke Ball Pattern) 132/165 SV2a: Pokemon Card 151 NM,,ETB-01-A-0034,missing_sku,repair,False,False,False
147330796291,Pokemon - Daisy's Help 195/165 - Ultra Rare Trainer Scarlet & Violet: 151,,ETB-01-A-0035,missing_sku,repair,False,False,False
147330797272,Giovanni’s Charisma 197/165 Full Art Trainer Pokémon TCG Scarlet & Violet 151 NM,,ETB-01-A-0036,missing_sku,repair,False,False,False
147330999723,Gastly 123/217 Cosmos Holo Ascended Heroes Tech Sticker Collection Promo,,ETB-01-A-0037,missing_sku,repair,False,False,False
147331517681,Miracle Headset 183/191 Sv08: Surging Sparks Holo Ace Spec Pokémon TCG NM,,ETB-01-A-0038,missing_sku,repair,False,False,False
147335404021,Gastal Thrillseeker DFT U NM,05.27.26-005,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147335404022,Mystic Retrieval INR U NM,05.27.26-020,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147335404024,Ignis Scientia FIN U NM,05.27.26-014,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147335404026,Spire Mechcycle (Borderless) DFT U NM,05.27.26-008,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147335404027,Coliseum Behemoth FIN U NM,05.27.26-013,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147335404028,Ring of the Lucii FIN U NM,05.27.26-016,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147335404029,Fang-Druid Summoner DFT U NM,05.27.26-009,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147335404030,Kolaghan Warmonger (Foil Etched) MAT U NM,05.27.26-018,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147335404031,Canyon Vaulter DFT U NM,05.27.26-007,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147335404032,Wickerfolk Indomitable DFT U NM,05.27.26-003,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147335404033,Magitek Infantry FIN C NM,05.27.26-011,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147335404034,Black Waltz No. 3 FIN U NM,05.27.26-015,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147335404035,Auron's Inspiration FIN U NM,05.27.26-012,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147335404036,Locust Spray DFT U NM,05.27.26-006,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147335404037,Dredger's Insight DFT U Magic: The Gathering NM,05.27.26-004,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147335404038,Sabotage Strategist DFT U NM,05.27.26-002,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147335404040,Groundskeeper INR U NM,05.27.26-019,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147335404041,Tolarian Contempt (Foil Etched) MAT U NM,05.27.26-017,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147335404042,Pack Guardian INR U NM,05.27.26-001,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147335404048,Restless Bloodseeker INR U NM,05.27.26-021,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147335404052,Death-Rattle Oni (Showcase) MAT U NM,05.27.26-022,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147335455816,Lunarch Mantle - Magic The Gathering - Innistrad Remastered- Foil - Common,MTG-01,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336067757,Bellsprout 001/096 Xy3: Rising Fist Regular (Japanese),,ETB-01-A-0039,missing_sku,repair,False,False,False
147336074838,Breloom 048/096 Xy3: Rising Fist Regular (Japanese),,ETB-01-A-0040,missing_sku,repair,False,False,False
147336076229,Patrat 079/096 Xy3: Rising Fist Regular (Japanese),,ETB-01-A-0041,missing_sku,repair,False,False,False
147336083018,Buizel 023/080 Xy2: Wild Blaze Regular (Japanese),,ETB-01-A-0042,missing_sku,repair,False,False,False
147336090628,Caterpie 001/080 Xy2: Wild Blaze Regular (Japanese),,ETB-01-A-0043,missing_sku,repair,False,False,False
147336092265,Shinx 027/080 Xy2: Wild Blaze Regular (Japanese),,ETB-01-A-0044,missing_sku,repair,False,False,False
147336094426,XY2: Wild Blaze - LP - Roserade 009/080 1st Edition US Seller,,ETB-01-A-0045,missing_sku,repair,False,False,False
147336095310,Spritzee 044/060 XY-By: Collection Y Regular (Japanese),,ETB-01-A-0046,missing_sku,repair,False,False,False
147336096208,Chespin 007/060 XY-By: Collection Y Regular (Japanese),,ETB-01-A-0047,missing_sku,repair,False,False,False
147336097761,DODRIO 047/060 COLLECTION Y JAPANESE POKEMON TCG,,ETB-01-A-0048,missing_sku,repair,False,False,False
147336101338,Venipede 024/060 XY-By: Collection Y Regular (Japanese),,ETB-01-A-0049,missing_sku,repair,False,False,False
147336102218,Malamar 036/060 XY-By: Collection Y Regular (Japanese),,ETB-01-A-0050,missing_sku,repair,False,False,False
147336103905,Hard Charm 057/060 XY-By: Collection Y Regular (Japanese),,ETB-01-A-0051,missing_sku,repair,False,False,False
147336108365,Professor's Letter 055/060 XY-By: Collection Y Regular (Japanese),,ETB-01-A-0052,missing_sku,repair,False,False,False
147336112751,Makuhita 049/096 Xy3: Rising Fist Regular (Japanese),,ETB-01-A-0053,missing_sku,repair,False,False,False
147336114584,(Japanese) Poliwag 015/096 C - XY3 Rising Fist 1st Edition - Pokémon TCG (NM),,ETB-01-A-0054,missing_sku,repair,False,False,False
147336115096,Golett 040/096 Xy3: Rising Fist Regular (Japanese),,ETB-01-A-0055,missing_sku,repair,False,False,False
147336115667,Sail Fossil 086/096 Xy3: Rising Fist Regular (Japanese),,ETB-01-A-0056,missing_sku,repair,False,False,False
147336117082,Pokemon Card Japanese - Tool Retriever 083/096 - XY3 - 1st Edition,,ETB-01-A-0057,missing_sku,repair,False,False,False
147336754918,Pikachu (Pokemon Day 2026) 051/162 - NM - Tail Swirl,,ETB-01-A-0058,missing_sku,repair,False,False,False
147336760424,Pokemon Day 30th Anniversary - Pikachu 051 /162 2026 Promo NM - HEAD SWIRL,,ETB-01-A-0059,missing_sku,repair,False,False,False
147336783609,Froakie - (Cosmos Holo) Holo Promo Miscellaneous Cards & Products 056/197 NM,05.28.26-005,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336868889,Skybox Ferry (Borderless) Aetherdrift Regular,,ETB-01-A-0060,missing_sku,repair,False,False,False
147336997230,Draconautics Engineer DFT R NM,05.28.26.1-015,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997231,Travel the Overworld FIN U NM,05.28.26.1-009,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997232,Earthrumbler DFT U NM,05.28.26.1-019,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997233,Rinoa Heartilly FIN U NM,05.28.26.1-013,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997235,Sidequest: Hunt the Mark FIN U NM,05.28.26.1-012,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997236,Stolen Uniform FIN U NM,05.28.26.1-004,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997238,"Aatchik, Emerald Radian (Borderless) DFT R NM",05.28.26.1-017,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997239,Cloud of Darkness FIN U NM,05.28.26.1-005,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997240,Queen Brahne FIN U NM,05.28.26.1-003,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997241,Gaius van Baelsar FIN U NM,05.28.26.1-008,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997242,Fire Magic FIN U NM,05.28.26.1-006,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997243,Auron's Inspiration FIN U NM,05.28.26.1-010,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997244,Haunted Hellride (Borderless) DFT U NM,05.28.26.1-018,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997245,"Lagorin, Soul of Alacria DFT U NM",05.28.26.1-020,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997246,"Caradora, Heart of Alacria (Borderless) DFT R NM",05.28.26.1-014,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997247,"Ultimecia, Time Sorceress FIN U NM",05.28.26.1-002,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997248,Unexpected Request FIN U NM,05.28.26.1-011,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997249,"Sita Varma, Masked Racer (Borderless) DFT R NM",05.28.26.1-016,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997250,Snow Villiers FIN U NM,05.28.26.1-007,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997254,Cactuar FIN U NM,05.28.26.1-041,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997255,Sorceress's Schemes FIN U NM,05.28.26.1-043,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997256,Eject FIN U NM,05.28.26.1-045,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997258,Sleep Magic FIN U NM,05.28.26.1-042,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997259,"Rydia, Summoner of Mist FIN U NM",05.28.26.1-044,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997261,"Kalakscion, Hunger Tyrant DFT U NM",05.28.26.1-023,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997262,"Fang, Fearless l'Cie FIN U NM",05.28.26.1-031,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997263,Earthrumbler (Borderless) DFT U NM,05.28.26.1-026,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997264,Ambrosia Whiteheart FIN U NM,05.28.26.1-039,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997265,Relentless X-ATM092 FIN U NM,05.28.26.1-036,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997266,Samurai's Katana FIN U NM,05.28.26.1-035,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997267,"Garnet, Princess of Alexandria FIN U NM",05.28.26.1-037,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997268,Cursecloth Wrappings (Extended Art) DFT R NM,05.28.26.1-028,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997269,"Gongaga, Reactor Town FIN L NM",05.28.26.1-032,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997270,Bloodline Keeper (Showcase) INR M NM,05.28.26.1-030,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997271,Captivating Vampire M11 R NM,05.28.26.1-029,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997272,"Torgal, A Fine Hound FIN U NM",05.28.26.1-040,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997273,"Gohn, Town of Ruin FIN L NM",05.28.26.1-033,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997274,Rocketeer Boostbuggy (Borderless) DFT U NM,05.28.26.1-025,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997275,"Terrian, World Tyrant DFT U NM",05.28.26.1-021,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997276,"Exdeath, Void Warlock FIN U NM",05.28.26.1-034,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997277,Demon Wall FIN U NM,05.28.26.1-038,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997278,Spire Mechcycle (Borderless) DFT U NM,05.28.26.1-027,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997279,Spikeshell Harrier DFT U NM,05.28.26.1-024,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147336997280,Air Response Unit DFT U NM,05.28.26.1-022,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147338097397,Fennekin #80 Chaos Rising Pokemon Center ETB stamped promo (SEALED),,ETB-01-A-0061,missing_sku,repair,False,False,False
147338139720,Night Stretcher 061/064 Sv: Shrouded Fable Regular,,ETB-01-A-0062,missing_sku,repair,False,False,False
147338146672,Lillie's Determination 119/132 Me01: Mega Evolution Regular,,ETB-01-A-0063,missing_sku,repair,False,False,False
147338150803,Iono 080/091 SV: Paldean Fates Regular,,ETB-01-A-0064,missing_sku,repair,False,False,False
147338154511,Lt. Surge's Bargain 120/132 Me01: Mega Evolution Regular,,ETB-01-A-0065,missing_sku,repair,False,False,False
147338161207,Scoop Up Cyclone 093/101 Sv6: Transformation Mask Holo (Japanese),,ETB-01-A-0066,missing_sku,repair,False,False,False
147342079295,Zeraora VSTAR 042/172 S12a: Vstar Universe Holo (Japanese),,ETB-01-A-0067,missing_sku,repair,False,False,False
147342130583,MTG The Last Ride (Borderless) Aetherdrift Regular,,ETB-01-A-0068,missing_sku,repair,False,False,False
147342131083,MTG Spotcycle Scouter [DFT] FOIL #297,,ETB-01-A-0069,missing_sku,repair,False,False,False
147345948613,"NM Borderless Hulldrifter, MTG, Aetherdrift, Magic the Gathering, 300",,ETB-01-A-0070,missing_sku,repair,False,False,False
147345951128,Veloheart Bike (Borderless) Aetherdrift Regular,,ETB-01-A-0071,missing_sku,repair,False,False,False
147347754523,McDonald’s Pokemon Promo Lot - 10 Cards,05.19.26,ETB-01-A-0072,date_style_batch_label,repair,False,False,False
147351665593,Skrelp 058/086 Common ME04: Chaos Rising Pokemon Reverse Holo Near Mint,,ETB-01-A-0073,missing_sku,repair,False,False,False
147351665933,Trevenant 039/086 Me04: Chaos Rising Holo,,ETB-01-A-0074,missing_sku,repair,False,False,False
147351666544,Adversity Policy 074/086 Me04: Chaos Rising Reverse Holo,,ETB-01-A-0075,missing_sku,repair,False,False,False
147351671260,Emolga (Reverse Holo) - 030/086 - Chaos Rising (CRI) ME04 - Pokemon NM/M,,ETB-01-A-0076,missing_sku,repair,False,False,False
147351677379,Chespin Reverse Holo Common ME04: Chaos Rising 005/086 NM,,ETB-01-A-0077,missing_sku,repair,False,False,False
147351678817,Deoxys 033/086 Me04: Chaos Rising Reverse Holo,,ETB-01-A-0078,missing_sku,repair,False,False,False
147351679723,Ninetales 020/132 Me01: Mega Evolution Reverse Holo,,ETB-01-A-0079,missing_sku,repair,False,False,False
147356734979,Tyrunt 070 Me: Mega Evolution Promo Holo,,ETB-01-A-0080,missing_sku,repair,False,False,False
147356735473,Great Tusk ex 072 Sv: Scarlet & Violet Promo Cards Holo,,ETB-01-A-0081,missing_sku,repair,False,False,False
147356736590,Boltund V SWSH219 SWSH: Sword & Shield Promo Cards Holo,,ETB-01-A-0082,missing_sku,repair,False,False,False
147356737860,Kleavor V (Full Art) SWSH248 SWSH: Sword & Shield Promo Cards Holo,,ETB-01-A-0083,missing_sku,repair,False,False,False
147356900374,Nitro R Energy 086/086 Me04: Chaos Rising Holo,,ETB-01-A-0084,missing_sku,repair,False,False,False
147356904975,Cinccino ex 073/086 Me04: Chaos Rising Holo,,ETB-01-A-0085,missing_sku,repair,False,False,False
147356912897,Magnetic M Energy 085/086 Me04: Chaos Rising Holo,,ETB-01-A-0086,missing_sku,repair,False,False,False
147356913728,Delphox 013/086 Me04: Chaos Rising Holo,,ETB-01-A-0087,missing_sku,repair,False,False,False
147356919892,Gourgeist ex 041/086 Me04: Chaos Rising Holo,,ETB-01-A-0088,missing_sku,repair,False,False,False
147356920130,Cobalion ex CRI ME04: Chaos Rising #064/086 Double Rare Holo NM,,ETB-01-A-0089,missing_sku,repair,False,False,False
147358569385,Energy Recycler 108/088 Me03: Perfect Order Holo,,ETB-01-A-0090,missing_sku,repair,False,False,False
147358938165,Jamming Tower 261/217 Me: Ascended Heroes Holo,,ETB-01-A-0091,missing_sku,repair,False,False,False
147359010854,Zangoose ex 167/217 Me: Ascended Heroes Holo,,ETB-01-A-0092,missing_sku,repair,False,False,False
147359014525,Registeel ex 145/217 Me: Ascended Heroes Holo,,ETB-01-A-0093,missing_sku,repair,False,False,False
147359015530,Krookodile EX Full Art Holo 055/086 320 HP English Pokémon TCG,,ETB-01-A-0094,missing_sku,repair,False,False,False
147360956190,Rare Candy 191/198 SV01: Scarlet & Violet Base Set Regular,,ETB-01-A-0095,missing_sku,repair,False,False,False
147360965605,Counter Catcher 160/182 SV04: Paradox Rift Regular,,ETB-01-A-0096,missing_sku,repair,False,False,False
147360969203,Crispin 105/131 Sv: Prismatic Evolutions Regular,,ETB-01-A-0097,missing_sku,repair,False,False,False
147360977050,Counter Gain 169/191 Sv08: Surging Sparks Regular,,ETB-01-A-0098,missing_sku,repair,False,False,False
147360995517,Artazon 171/193 Sv02: Paldea Evolved Regular,,ETB-01-A-0099,missing_sku,repair,False,False,False
147360998854,Technical Machine: Evolution 178/182 SV04: Paradox Rift Regular,,ETB-01-A-0100,missing_sku,repair,False,False,False
147361000566,Super Rod 188/193 Sv02: Paldea Evolved Regular,,ETB-01-A-0101,missing_sku,repair,False,False,False
147361002648,Acerola's Mischief 113/132 Me01: Mega Evolution Reverse Holo,,ETB-01-A-0102,missing_sku,repair,False,False,False
147361003869,Lt. Surge's Bargain 120/132 Me01: Mega Evolution Reverse Holo,,ETB-01-A-0103,missing_sku,repair,False,False,False
147361005797,Cinderace ex 038/217 Me: Ascended Heroes Holo,,ETB-01-A-0104,missing_sku,repair,False,False,False
147361006232,Treasure Tracker 131/131 Sv: Prismatic Evolutions Holo,,ETB-01-A-0105,missing_sku,repair,False,False,False
147361028465,Mewtwo 056/172 Swsh09: Brilliant Stars Regular,,ETB-01-A-0106,missing_sku,repair,False,False,False
147363821082,Eevee 188/167 - Pokémon Extended Artwork Display Case,,ETB-01-A-0107,missing_sku,repair,False,False,False
147367215260,Crobat Holo Rare ME04: Chaos Rising 051/086 NM,06.11.26.1-003,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147367215263,Xerneas Holo Rare ME04: Chaos Rising 042/086 NM,06.11.26.1-002,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147367215264,Ho-Oh Holo Rare ME04: Chaos Rising 010/086 NM,06.11.26.1-004,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147367215265,Trevenant Holo Rare ME04: Chaos Rising 039/086 NM,06.11.26.1-005,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147367215266,Keldeo Holo Rare ME04: Chaos Rising 019/086 NM,06.11.26.1-007,,possible_card_specific_identifier_manual_review,manual_review,True,False,False
147368182796,Pikachu 049/195 Swsh12: Sword & Shield - Silver Tempest Regular,,ETB-01-A-0108,missing_sku,repair,False,False,False
147368190380,Pikachu 049/203 SWSH07: Evolving Skies Regular,,ETB-01-A-0109,missing_sku,repair,False,False,False
147368223292,Mimikyu 097/193 Trick or Trade 2023 Holo,,ETB-01-A-0110,missing_sku,repair,False,False,False
147368226199,Mimikyu - (Cosmos Holo) 037/091 Trick or Trade 2024 Holo,,ETB-01-A-0111,missing_sku,repair,False,False,False
147368232624,Houndoom 034/198 Trick or Trade 2023 Holo,,ETB-01-A-0112,missing_sku,repair,False,False,False
147368307993,Giovanni's Machoke 42/132 Gym Challenge Regular,,ETB-01-A-0113,missing_sku,repair,False,False,False
147368309141,Espurr 081/195 Swsh12: Sword & Shield - Silver Tempest Regular,,ETB-01-A-0114,missing_sku,repair,False,False,False
147368317490,Paldean Clodsire ex 091/073 Sv1a: Triplet Beat Holo (Japanese),,ETB-01-A-0115,missing_sku,repair,False,False,False
147368364041,2024 Panini Donruss - Jahmyr Gibbs #143 Blue Press Proof,,ETB-01-A-0116,missing_sku,repair,False,False,False
147368365320,2024 Panini Donruss - Jared Goff #200 Blue Press Proof,,ETB-01-A-0117,missing_sku,repair,False,False,False
147368368662,2024 Panini Donruss - Rated Rookie Jared Wiley #387 Optic Preview Green Velocity,,ETB-01-A-0118,missing_sku,repair,False,False,False
147368371011,2024 Panini Donruss - Marquise Brown #159 Blue Press Proof,,ETB-01-A-0119,missing_sku,repair,False,False,False
147368382755,2024 Panini Donruss - Rated Rookie Jared Wiley #387 Blue Press Proof (RC),,ETB-01-A-0120,missing_sku,repair,False,False,False
147368385968,2024-25 Panini Totally Certified - Aaron Gordon #119,,ETB-01-A-0121,missing_sku,repair,False,False,False
147368388260,2021-22 Panini Illusions - Operation Detonation Josh Giddey #26 (RC),,ETB-01-A-0122,missing_sku,repair,False,False,False
147368392638,2022-23 Panini Mosaic - Jam Masters Shaquille O'Neal #10,,ETB-01-A-0123,missing_sku,repair,False,False,False
147368395814,2024-25 Panini Nba Hoops - Skyview Dalton Knecht #4 Holo (RC),,ETB-01-A-0124,missing_sku,repair,False,False,False
147368396852,2021-22 Illusions Rookie Reflections #9 Dirk Nowitzki/Franz Wagner RC Mavs Magic,,ETB-01-A-0125,missing_sku,repair,False,False,False
147368397448,2022-23 Panini Mosaic - Epic Performers Giannis Antetokounmpo #2,,ETB-01-A-0126,missing_sku,repair,False,False,False
147372703031,Tapu Koko V 050/163 Swsh05: Battle Styles Holo,,ETB-01-A-0127,missing_sku,repair,False,False,False
147372712927,Tapu Koko VMAX 051/163 Swsh05: Battle Styles Holo,,ETB-01-A-0128,missing_sku,repair,False,False,False
147373626237,Dunsparce 120/159 Sv09: Journey Together Regular,,ETB-01-A-0129,missing_sku,repair,False,False,False
147375711076,Ascended Heroes - PICK YOUR CARD,,ETB-01-A-0130,missing_sku; duplicate_item_id_batch_assigned,repair,False,True,False
147375711076,Ascended Heroes - PICK YOUR CARD,,ETB-01-A-0131,missing_sku; duplicate_item_id_batch_assigned,repair,False,True,False
147375711076,Ascended Heroes - PICK YOUR CARD,,ETB-01-A-0132,missing_sku; duplicate_item_id_batch_assigned,repair,False,True,False
147375711076,Ascended Heroes - PICK YOUR CARD,,ETB-01-A-0133,missing_sku; duplicate_item_id_batch_assigned,repair,False,True,False
147375711076,Ascended Heroes - PICK YOUR CARD,,ETB-01-A-0134,missing_sku; duplicate_item_id_batch_assigned,repair,False,True,False
147375711076,Ascended Heroes - PICK YOUR CARD,,ETB-01-A-0135,missing_sku; duplicate_item_id_batch_assigned,repair,False,True,False
147375711076,Ascended Heroes - PICK YOUR CARD,,ETB-01-A-0136,missing_sku; duplicate_item_id_batch_assigned,repair,False,True,False
147375711076,Ascended Heroes - PICK YOUR CARD,,ETB-01-A-0137,missing_sku; duplicate_item_id_batch_assigned,repair,False,True,False
147375711076,Ascended Heroes - PICK YOUR CARD,,ETB-01-A-0138,missing_sku; duplicate_item_id_batch_assigned,repair,False,True,False
147375711076,Ascended Heroes - PICK YOUR CARD,,ETB-01-A-0139,missing_sku; duplicate_item_id_batch_assigned,repair,False,True,False
147377269248,Blipbug 018/196 NM Non Holo Cute Asako Ito Crocheted Art Pokémon Card!,,ETB-01-A-0140,missing_sku,repair,False,False,False
