"*Action(SiteID=US|Country=US|Currency=USD|Version=1193|CC=UTF-8)","ItemID","*Category","*Title","Subtitle","CustomLabel","*ConditionID","CD:Card Condition - (ID: 40001)","C:Card Condition","*C:Game","*C:Sport","PicURL","*Description","*Format","*Duration","ScheduleTime","*StartPrice","BuyItNowPrice","*Quantity","*DispatchTimeMax","ShippingProfileName","*C:Set","*C:Rarity","*C:Speciality","*C:Finish","*C:Card Type","*C:Card Name","*C:Illustrator","*C:Manufacturer","*C:Graded","*C:Attribute/MTG:Colour","*C:Card Size","*C:Character","*C:Language","*C:Stage","*C:Country/Region of Manufacture","*C:Country of Origin","*C:Age Level","*C:Card Number","*C:Year Manufactured","*C:Autographed","C:Player/Athlete","C:Signed By","C:Season","C:Parallel/Variety","C:Features","C:League","C:Team","C:Autograph Authentication","C:Autograph Authentication Number","C:Autograph Format","*C:Material","PostalCode","WeightMajor","WeightMinor","PackageLength","PackageWidth","PackageDepth","WeightUnit","BestOfferEnabled","MinimumBestOfferPrice","BestOfferAutoAcceptPrice","StoreCategory","Storecategory2","PaymentProfileName","ReturnProfileName","Location"
"Add","","183454","BARTHOLOMEW KUMA EB04-054 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM","","CS-U7E2GQ","4000","Near Mint or Better: -(ID: 400010)","Near Mint or Better:","One Piece CCG","","https://images.carduploader.com/catalog/onepiece_english_cards/2026/05/24/4292428a6e9857b3b8eb4a37f352b546.jpg|https://images.carduploader.com/cards/2026/06/29/31d55d18dc238a5e0858bc0e58c046b1.jpg|https://images.carduploader.com/cards/2026/06/29/fca5799aad1b4da29656fc8aa437381d.jpg","Thank you for visiting Putnam Collectibles!<br><br>• Card shown is the exact card you will receive. <br><br>• All cards are carefully inspected before listing.<br><br>• Cards are shipped securely in a penny sleeve and top loader or semi-rigid holder inside a protective mailer.<br><br>• Combined shipping is available on multiple purchases.<br><br>• Feel free to contact us with any questions.<br><br>Thank you for supporting Putnam Collectibles!","FixedPrice","GTC","",".99","","1","2","BuyerPaid Ship - EBay Standard Envelope","Adventure on Kami's Island","Rare","","","One Piece","Bartholomew Kuma","Ryuda","Bandai","No","Character","Standard","Bartholomew Kuma","English","","USA","Japan","6+","EB04-054","2026","No","","","","","","","","","","","Card Stock","02050","0","1","","","","lb","1","","","39887935017","","eBay Managed Payments (248663838017)","30 days money back (248663837017)","USA"
"Add","","183454","SANJI OP15-047 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM","","CS-QT4Q6P","4000","Near Mint or Better: -(ID: 400010)","Near Mint or Better:","One Piece CCG","","https://images.carduploader.com/catalog/onepiece_english_cards/2026/05/24/b32d8b266a614031b8e5b2026740600b.jpg|https://images.carduploader.com/cards/2026/06/29/c2206a1a97e21d6a3d20d880ec6ab014.jpg|https://images.carduploader.com/cards/2026/06/29/49e97d77e4791dfb71f80593f7e31228.jpg","Thank you for visiting Putnam Collectibles!<br><br>• Card shown is the exact card you will receive. <br><br>• All cards are carefully inspected before listing.<br><br>• Cards are shipped securely in a penny sleeve and top loader or semi-rigid holder inside a protective mailer.<br><br>• Combined shipping is available on multiple purchases.<br><br>• Feel free to contact us with any questions.<br><br>Thank you for supporting Putnam Collectibles!","FixedPrice","GTC","",".99","","1","2","BuyerPaid Ship - EBay Standard Envelope","Adventure on Kami's Island","Rare","","","One Piece","Sanji","HISASHI HUJIWARA","Bandai","No","Character","Standard","Sanji","English","","USA","Japan","6+","OP15-047","2026","No","","","","","","","","","","","Card Stock","02050","0","1","","","","lb","1","","","39887935017","","eBay Managed Payments (248663838017)","30 days money back (248663837017)","USA"
"Add","","183454","SWALLOW BOND EN AVANT OP15-096 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM","","CS-7RS87X","4000","Near Mint or Better: -(ID: 400010)","Near Mint or Better:","One Piece CCG","","https://images.carduploader.com/catalog/onepiece_english_cards/2026/05/24/1856068a4fbc6f0cbf7357d4493076c3.jpg|https://images.carduploader.com/cards/2026/06/29/be884805294ec92589c1ecd66fa2b756.jpg|https://images.carduploader.com/cards/2026/06/29/caf4c9ea5ee3dfc84bac3a6328bf01be.jpg","Thank you for visiting Putnam Collectibles!<br><br>• Card shown is the exact card you will receive. <br><br>• All cards are carefully inspected before listing.<br><br>• Cards are shipped securely in a penny sleeve and top loader or semi-rigid holder inside a protective mailer.<br><br>• Combined shipping is available on multiple purchases.<br><br>• Feel free to contact us with any questions.<br><br>Thank you for supporting Putnam Collectibles!","FixedPrice","GTC","",".99","","1","2","BuyerPaid Ship - EBay Standard Envelope","Adventure on Kami's Island","Rare","","","One Piece","Swallow Bond en Avant","","Bandai","No","Event","Standard","Swallow Bond en Avant","English","","USA","Japan","6+","OP15-096","2026","No","","","","","","","","","","","Card Stock","02050","0","1","","","","lb","1","","","39887935017","","eBay Managed Payments (248663838017)","30 days money back (248663837017)","USA"
"Add","","183454","KURO OP15-025 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM","","CS-KXTP7W","4000","Near Mint or Better: -(ID: 400010)","Near Mint or Better:","One Piece CCG","","https://images.carduploader.com/catalog/onepiece_english_cards/2026/05/24/77d3af8193e0f2c9f8e806cd3ff05cc4.jpg|https://images.carduploader.com/cards/2026/06/29/f378fdf8535af652f164118cefcb8cf7.jpg|https://images.carduploader.com/cards/2026/06/29/e3313abbac15fcb7c260179393c78f57.jpg","Thank you for visiting Putnam Collectibles!<br><br>• Card shown is the exact card you will receive. <br><br>• All cards are carefully inspected before listing.<br><br>• Cards are shipped securely in a penny sleeve and top loader or semi-rigid holder inside a protective mailer.<br><br>• Combined shipping is available on multiple purchases.<br><br>• Feel free to contact us with any questions.<br><br>Thank you for supporting Putnam Collectibles!","FixedPrice","GTC","",".99","","1","2","BuyerPaid Ship - EBay Standard Envelope","Adventure on Kami's Island","Rare","","","One Piece","Kuro","Ryuda","Bandai","No","Character","Standard","Kuro","English","","USA","Japan","6+","OP15-025","2026","No","","","","","","","","","","","Card Stock","02050","0","1","","","","lb","1","","","39887935017","","eBay Managed Payments (248663838017)","30 days money back (248663837017)","USA"
"Add","","183454","GAN.FALL OP15-102 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM","","CS-AYTVMH","4000","Near Mint or Better: -(ID: 400010)","Near Mint or Better:","One Piece CCG","","https://images.carduploader.com/catalog/onepiece_english_cards/2026/05/24/60f49f27c56bc658818c17c2276fb04f.jpg|https://images.carduploader.com/cards/2026/06/29/dbb5c1fe824c9660d51632aa6fbd7301.jpg|https://images.carduploader.com/cards/2026/06/29/6c6bf19126b80a8dbcbb1df137295014.jpg","Thank you for visiting Putnam Collectibles!<br><br>• Card shown is the exact card you will receive. <br><br>• All cards are carefully inspected before listing.<br><br>• Cards are shipped securely in a penny sleeve and top loader or semi-rigid holder inside a protective mailer.<br><br>• Combined shipping is available on multiple purchases.<br><br>• Feel free to contact us with any questions.<br><br>Thank you for supporting Putnam Collectibles!","FixedPrice","GTC","",".99","","1","2","BuyerPaid Ship - EBay Standard Envelope","Adventure on Kami's Island","Rare","","","One Piece","Gan.Fall","Hayaken-sarena","Bandai","No","Character","Standard","Gan.Fall","English","","USA","Japan","6+","OP15-102","2026","No","","","","","","","","","","","Card Stock","02050","0","1","","","","lb","1","","","39887935017","","eBay Managed Payments (248663838017)","30 days money back (248663837017)","USA"
"Add","","183454","GUM-GUM GOLDEN RIFLE OP15-116 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM","","CS-CHUR2X","4000","Near Mint or Better: -(ID: 400010)","Near Mint or Better:","One Piece CCG","","https://images.carduploader.com/catalog/onepiece_english_cards/2026/05/24/e899029847298cce91f6935dd854989e.jpg|https://images.carduploader.com/cards/2026/06/29/812c3f35fd1b3f62ed6c7d37c31a43c0.jpg|https://images.carduploader.com/cards/2026/06/29/91e94fd71c73ade43e959ba6bcca650e.jpg","Thank you for visiting Putnam Collectibles!<br><br>• Card shown is the exact card you will receive. <br><br>• All cards are carefully inspected before listing.<br><br>• Cards are shipped securely in a penny sleeve and top loader or semi-rigid holder inside a protective mailer.<br><br>• Combined shipping is available on multiple purchases.<br><br>• Feel free to contact us with any questions.<br><br>Thank you for supporting Putnam Collectibles!","FixedPrice","GTC","","1.49","","1","2","BuyerPaid Ship - EBay Standard Envelope","Adventure on Kami's Island","Rare","","","One Piece","Gum-Gum Golden Rifle","","Bandai","No","Event","Standard","Gum-Gum Golden Rifle","English","","USA","Japan","6+","OP15-116","2026","No","","","","","","","","","","","Card Stock","02050","0","1","","","","lb","1","","","39887935017","","eBay Managed Payments (248663838017)","30 days money back (248663837017)","USA"
"Add","","183454","GEDATSU OP15-063 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM","","CS-HFYR99","4000","Near Mint or Better: -(ID: 400010)","Near Mint or Better:","One Piece CCG","","https://images.carduploader.com/catalog/onepiece_english_cards/2026/05/24/7b3d96761ca70df4a6bb8e5efaca936f.jpg|https://images.carduploader.com/cards/2026/06/29/d705be137b0c3787219c897d54b1df4c.jpg|https://images.carduploader.com/cards/2026/06/29/b92b9c9cfef1638e885c6ff4727f7a21.jpg","Thank you for visiting Putnam Collectibles!<br><br>• Card shown is the exact card you will receive. <br><br>• All cards are carefully inspected before listing.<br><br>• Cards are shipped securely in a penny sleeve and top loader or semi-rigid holder inside a protective mailer.<br><br>• Combined shipping is available on multiple purchases.<br><br>• Feel free to contact us with any questions.<br><br>Thank you for supporting Putnam Collectibles!","FixedPrice","GTC","",".99","","1","2","BuyerPaid Ship - EBay Standard Envelope","Adventure on Kami's Island","Rare","","","One Piece","Gedatsu","Aidle Co., Ltd.","Bandai","No","Character","Standard","Gedatsu","English","","USA","Japan","6+","OP15-063","2026","No","","","","","","","","","","","Card Stock","02050","0","1","","","","lb","1","","","39887935017","","eBay Managed Payments (248663838017)","30 days money back (248663837017)","USA"
"Add","","183454","SMOKER & TASHIGI EB04-003 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM","","CS-2V72X3","4000","Near Mint or Better: -(ID: 400010)","Near Mint or Better:","One Piece CCG","","https://images.carduploader.com/catalog/onepiece_english_cards/2026/05/24/7e81b16a658a8e272f0068b76db6cb42.jpg|https://images.carduploader.com/cards/2026/06/29/a1ae210b5e5fc1c0c9d36d911b77ca13.jpg|https://images.carduploader.com/cards/2026/06/29/f9f45f4c04c05240ceb8f51115df25b9.jpg","Thank you for visiting Putnam Collectibles!<br><br>• Card shown is the exact card you will receive. <br><br>• All cards are carefully inspected before listing.<br><br>• Cards are shipped securely in a penny sleeve and top loader or semi-rigid holder inside a protective mailer.<br><br>• Combined shipping is available on multiple purchases.<br><br>• Feel free to contact us with any questions.<br><br>Thank you for supporting Putnam Collectibles!","FixedPrice","GTC","",".99","","1","2","BuyerPaid Ship - EBay Standard Envelope","Adventure on Kami's Island","Rare","","","One Piece","Smoker & Tashigi","Morechand","Bandai","No","Character","Standard","Smoker & Tashigi","English","","USA","Japan","6+","EB04-003","2026","No","","","","","","","","","","","Card Stock","02050","0","1","","","","lb","1","","","39887935017","","eBay Managed Payments (248663838017)","30 days money back (248663837017)","USA"
"Add","","183454","SANJI EB04-052 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM","","CS-PYDCNY","4000","Near Mint or Better: -(ID: 400010)","Near Mint or Better:","One Piece CCG","","https://images.carduploader.com/catalog/onepiece_english_cards/2026/05/24/53d70415b1bcf5fc71847cab1f92e4e8.jpg|https://images.carduploader.com/cards/2026/06/29/472ae0f2e94547076b10e5b0ab8839b4.jpg|https://images.carduploader.com/cards/2026/06/29/bccc7df25a387a4eb699ccc493dba2f3.jpg","Thank you for visiting Putnam Collectibles!<br><br>• Card shown is the exact card you will receive. <br><br>• All cards are carefully inspected before listing.<br><br>• Cards are shipped securely in a penny sleeve and top loader or semi-rigid holder inside a protective mailer.<br><br>• Combined shipping is available on multiple purchases.<br><br>• Feel free to contact us with any questions.<br><br>Thank you for supporting Putnam Collectibles!","FixedPrice","GTC","",".99","","1","2","BuyerPaid Ship - EBay Standard Envelope","Adventure on Kami's Island","Rare","","","One Piece","Sanji","touge369","Bandai","No","Character","Standard","Sanji","English","","USA","Japan","6+","EB04-052","2026","No","","","","","","","","","","","Card Stock","02050","0","1","","","","lb","1","","","39887935017","","eBay Managed Payments (248663838017)","30 days money back (248663837017)","USA"
"Add","","183454","MONKEY.D.LUFFY OP15-092 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM","","CS-6DJ6QH","4000","Near Mint or Better: -(ID: 400010)","Near Mint or Better:","One Piece CCG","","https://images.carduploader.com/catalog/onepiece_english_cards/2026/05/24/1029ecc16821787ef63bafa31a21317a.jpg|https://images.carduploader.com/cards/2026/06/29/c627b72adf88069d81a43cae50d1db73.jpg|https://images.carduploader.com/cards/2026/06/29/b0526869b2f9e96872925da5791fab92.jpg","Thank you for visiting Putnam Collectibles!<br><br>• Card shown is the exact card you will receive. <br><br>• All cards are carefully inspected before listing.<br><br>• Cards are shipped securely in a penny sleeve and top loader or semi-rigid holder inside a protective mailer.<br><br>• Combined shipping is available on multiple purchases.<br><br>• Feel free to contact us with any questions.<br><br>Thank you for supporting Putnam Collectibles!","FixedPrice","GTC","","1.99","","1","2","BuyerPaid Ship - EBay Standard Envelope","Adventure on Kami's Island","Rare","","","One Piece","Monkey.D.Luffy","Ryuda","Bandai","No","Character","Standard","Monkey.D.Luffy","English","","USA","Japan","6+","OP15-092","2026","No","","","","","","","","","","","Card Stock","02050","0","1","","","","lb","1","","","39887935017","","eBay Managed Payments (248663838017)","30 days money back (248663837017)","USA"
