putnam_card_id,set_name,card_name,printed_number,product_id,product_name,status
pkm-mysterious-treasures-110-123-c7cfbd2014,Mysterious Treasures,Dusk Ball,110/123,85033,Dusk Ball,LINKED
pkm-mysterious-treasures-111-123-6ce55c44e7,Mysterious Treasures,Fossil Excavator,111/123,85556,Fossil Excavator,LINKED
pkm-mysterious-treasures-112-123-633e29976c,Mysterious Treasures,Lake Boundary,112/123,86586,Lake Boundary,LINKED
pkm-mysterious-treasures-113-123-f35c819547,Mysterious Treasures,Night Maintenance,113/123,87750,Night Maintenance,LINKED
pkm-mysterious-treasures-114-123-9cb92946a4,Mysterious Treasures,Quick Ball,114/123,88477,Quick Ball,LINKED
pkm-mysterious-treasures-115-123-e08e4f9dd2,Mysterious Treasures,Team Galactic's Wager,115/123,89811,Team Galactic's Wager,LINKED
pkm-mysterious-treasures-116-123-d7560bbedf,Mysterious Treasures,Armor Fossil,116/123,83625,Armor Fossil,LINKED
pkm-mysterious-treasures-117-123-a61303a5e4,Mysterious Treasures,Skull Fossil,117/123,89277,Skull Fossil,LINKED
pkm-mysterious-treasures-118-123-fa9aeec207,Mysterious Treasures,Multi Energy,118/123,87634,Multi Energy,LINKED
pkm-mysterious-treasures-119-123-308ffce55c,Mysterious Treasures,Darkness Energy,119/123,84689,Darkness Energy,LINKED
pkm-mysterious-treasures-120-123-048ce649c5,Mysterious Treasures,Metal Energy,120/123,87362,Metal Energy,LINKED
pkm-mysterious-treasures-121-123-22b3706988,Mysterious Treasures,Electivire LV.X,121/123,85127,Electivire LV.X,LINKED
pkm-mysterious-treasures-122-123-9cc8902579,Mysterious Treasures,Lucario LV.X,122/123,86889,Lucario LV.X,LINKED
pkm-mysterious-treasures-123-123-0555cd4a82,Mysterious Treasures,Magmortar LV.X,123/123,87063,Magmortar Lv.X,LINKED
pkm-mysterious-treasures-124-123-400c6e34f0,Mysterious Treasures,Time-Space Distortion,124/123,89920,Time-Space Distortion,LINKED
pkm-secret-wonders-1-132-57a5d74b7b,Secret Wonders,Ampharos,1/132,83541,Ampharos,LINKED
pkm-secret-wonders-2-132-e9f93e06a2,Secret Wonders,Blastoise,2/132,83893,Blastoise,LINKED
pkm-secret-wonders-3-132-8c2ba2c56a,Secret Wonders,Charizard,3/132,84189,Charizard,LINKED
pkm-secret-wonders-4-132-972f21132d,Secret Wonders,Entei,4/132,85272,Entei,LINKED
pkm-secret-wonders-5-132-5556d6399c,Secret Wonders,Flygon,5/132,85525,Flygon,LINKED
pkm-secret-wonders-6-132-2b09c9ffb9,Secret Wonders,Gallade,6/132,85604,Gallade,LINKED
pkm-secret-wonders-7-132-274f8e81d8,Secret Wonders,Gardevoir,7/132,85635,Gardevoir,LINKED
pkm-secret-wonders-8-132-da1f56754a,Secret Wonders,Gastrodon East Sea,8/132,85657,Gastrodon East Sea,LINKED
pkm-secret-wonders-9-132-263598361b,Secret Wonders,Gastrodon West Sea,9/132,85659,Gastrodon West Sea,LINKED
pkm-secret-wonders-10-132-94b55f39b3,Secret Wonders,Ho-Oh,10/132,86124,Ho-Oh,LINKED
pkm-secret-wonders-11-132-10999130fb,Secret Wonders,Jumpluff,11/132,86366,Jumpluff,LINKED
pkm-secret-wonders-12-132-47c6639063,Secret Wonders,Lickilicky,12/132,86712,Lickilicky,LINKED
pkm-secret-wonders-13-132-3401d0b18a,Secret Wonders,Ludicolo,13/132,86899,Ludicolo,LINKED
pkm-secret-wonders-14-132-93b9573755,Secret Wonders,Lugia,14/132,86908,Lugia,LINKED
pkm-secret-wonders-15-132-bf4ff33bb7,Secret Wonders,Mew,15/132,87403,Mew,LINKED
pkm-secret-wonders-16-132-131d5a1eab,Secret Wonders,Raikou,16/132,88534,Raikou,LINKED
pkm-secret-wonders-17-132-e35bc7f626,Secret Wonders,Roserade,17/132,88827,Roserade,LINKED
pkm-secret-wonders-18-132-2325262c0e,Secret Wonders,Salamence,18/132,88897,Salamence,LINKED
pkm-secret-wonders-19-132-c76a83906e,Secret Wonders,Suicune,19/132,89604,Suicune,LINKED
pkm-secret-wonders-20-132-197ccbb8db,Secret Wonders,Venusaur,20/132,90319,Venusaur,LINKED
pkm-secret-wonders-21-132-77a76d493d,Secret Wonders,Absol,21/132,83453,Absol,LINKED
pkm-secret-wonders-22-132-977f7a073b,Secret Wonders,Arcanine,22/132,83584,Arcanine,LINKED
pkm-secret-wonders-23-132-e83ac61728,Secret Wonders,Banette,23/132,83722,Banette,LINKED
pkm-secret-wonders-24-132-61dcb9c622,Secret Wonders,Dugtrio,24/132,85002,Dugtrio,LINKED
pkm-secret-wonders-25-132-f7e6efa236,Secret Wonders,Electivire,25/132,85122,Electivire,LINKED
pkm-secret-wonders-26-132-eb13856102,Secret Wonders,Electrode,26/132,85156,Electrode,LINKED
pkm-secret-wonders-27-132-53589bb515,Secret Wonders,Furret,27/132,85593,Furret,LINKED
pkm-secret-wonders-28-132-074c18d45d,Secret Wonders,Golduck,28/132,85815,Golduck,LINKED
pkm-secret-wonders-29-132-6acb45e676,Secret Wonders,Golem,29/132,85828,Golem,LINKED
pkm-secret-wonders-30-132-2e577807e7,Secret Wonders,Jynx,30/132,86376,Jynx,LINKED
pkm-secret-wonders-31-132-27ca5b2141,Secret Wonders,Magmortar,31/132,87056,Magmortar,LINKED
pkm-secret-wonders-32-132-d36079c533,Secret Wonders,Minun,32/132,87488,Minun,LINKED
pkm-secret-wonders-33-132-c6fb444b57,Secret Wonders,Mothim,33/132,87580,Mothim,LINKED
pkm-secret-wonders-34-132-6288755e65,Secret Wonders,Nidoking,34/132,87697,Nidoking,LINKED
pkm-secret-wonders-35-132-ee4bffbcef,Secret Wonders,Pidgeot,35/132,88033,Pidgeot,LINKED
pkm-secret-wonders-36-132-b6ef5e358a,Secret Wonders,Plusle,36/132,88168,Plusle,LINKED
pkm-secret-wonders-37-132-2da03bd8b7,Secret Wonders,Sharpedo,37/132,89099,Sharpedo,LINKED
pkm-secret-wonders-38-132-a7e44494c3,Secret Wonders,Sunflora,38/132,89615,Sunflora,LINKED
pkm-secret-wonders-39-132-79923e0df3,Secret Wonders,Unown [S],39/132,90233,Unown [S],LINKED
pkm-secret-wonders-40-132-aaf1901d9e,Secret Wonders,Weavile,40/132,90532,Weavile,LINKED
pkm-secret-wonders-41-132-c71ea6e28a,Secret Wonders,Wormadam Plant Cloak,41/132,90640,Wormadam Plant Cloak,LINKED
pkm-secret-wonders-42-132-1c6997b1b2,Secret Wonders,Wormadam Sandy Cloak,42/132,90642,Wormadam Sandy Cloak,LINKED
pkm-secret-wonders-43-132-61c742afcb,Secret Wonders,Wormadam Trash Cloak,43/132,90645,Wormadam Trash Cloak,LINKED
pkm-secret-wonders-44-132-d8f876ccb6,Secret Wonders,Xatu,44/132,90665,Xatu,LINKED
pkm-secret-wonders-45-132-53a30e1681,Secret Wonders,Breloom,45/132,83957,Breloom,LINKED
pkm-secret-wonders-46-132-a4d8da5220,Secret Wonders,Charmeleon,46/132,84231,Charmeleon,LINKED
pkm-secret-wonders-47-132-12c9c997f9,Secret Wonders,Cloyster,47/132,84374,Cloyster,LINKED
pkm-secret-wonders-48-132-e5a7f305db,Secret Wonders,Donphan,48/132,84876,Donphan,LINKED
pkm-secret-wonders-49-132-971385ae8a,Secret Wonders,Farfetch'd,49/132,85386,Farfetch'd,LINKED
pkm-secret-wonders-50-132-14f5ec998f,Secret Wonders,Flaaffy,50/132,85479,Flaaffy,LINKED
pkm-secret-wonders-51-132-1641442b1e,Secret Wonders,Ivysaur,51/132,86302,Ivysaur,LINKED
pkm-secret-wonders-52-132-3f0b316229,Secret Wonders,Kecleon,52/132,86430,Kecleon,LINKED
pkm-secret-wonders-53-132-e64197eee8,Secret Wonders,Kirlia,53/132,86466,Kirlia,LINKED
pkm-secret-wonders-54-132-a27d5ff64e,Secret Wonders,Lombre,54/132,86819,Lombre,LINKED
pkm-secret-wonders-55-132-cd90db50ca,Secret Wonders,Miltank,55/132,87464,Miltank,LINKED
pkm-secret-wonders-56-132-35d4b40a3e,Secret Wonders,Muk,56/132,87623,Muk,LINKED
pkm-secret-wonders-57-132-4eb82a9283,Secret Wonders,Nidorino,57/132,87745,Nidorino,LINKED
pkm-secret-wonders-58-132-96293f5a25,Secret Wonders,Pidgeotto,58/132,88041,Pidgeotto,LINKED
pkm-secret-wonders-59-132-814129f69c,Secret Wonders,Pinsir,59/132,88137,Pinsir,LINKED
pkm-secret-wonders-60-132-4a20ab5949,Secret Wonders,Quagsire,60/132,88472,Quagsire,LINKED
pkm-secret-wonders-61-132-dcb0831531,Secret Wonders,Raticate,61/132,88604,Raticate,LINKED
pkm-secret-wonders-62-132-0b9b0c7497,Secret Wonders,Roselia,62/132,88820,Roselia,LINKED
pkm-secret-wonders-63-132-4519531d5e,Secret Wonders,Sableye,63/132,88852,Sableye,LINKED
pkm-secret-wonders-64-132-bbbf842e9e,Secret Wonders,Shelgon,64/132,89127,Shelgon,LINKED
pkm-secret-wonders-65-132-59be8bd1c5,Secret Wonders,Skiploom,65/132,89256,Skiploom,LINKED
pkm-secret-wonders-66-132-f2fbbbc5dd,Secret Wonders,Smeargle,66/132,89355,Smeargle,LINKED
pkm-secret-wonders-67-132-7754057cb8,Secret Wonders,Smoochum,67/132,89362,Smoochum,LINKED
pkm-secret-wonders-68-132-e50fb76f1b,Secret Wonders,Unown [K],68/132,90218,Unown [K],LINKED
pkm-secret-wonders-69-132-81e4137b93,Secret Wonders,Unown [N],69/132,90224,Unown [N],LINKED
pkm-secret-wonders-70-132-334c3a0134,Secret Wonders,Unown [O],70/132,90226,Unown [O],LINKED
pkm-secret-wonders-71-132-4adeab20b9,Secret Wonders,Unown [X],71/132,90243,Unown [X],LINKED
pkm-secret-wonders-72-132-601476f5e4,Secret Wonders,Unown [Z],72/132,90247,Unown [Z],LINKED
pkm-secret-wonders-73-132-ae69525bb0,Secret Wonders,Venomoth,73/132,90302,Venomoth,LINKED
pkm-secret-wonders-74-132-bbdfe4ffba,Secret Wonders,Vibrava,74/132,90337,Vibrava,LINKED
pkm-secret-wonders-75-132-0a58621da3,Secret Wonders,Wartortle,75/132,90489,Wartortle,LINKED
pkm-secret-wonders-76-132-6be10a3836,Secret Wonders,Bagon,76/132,83697,Bagon,LINKED
pkm-secret-wonders-77-132-5d334cec8b,Secret Wonders,Bulbasaur,77/132,84034,Bulbasaur,LINKED
pkm-secret-wonders-78-132-962cdfedcd,Secret Wonders,Burmy Plant Cloak,78/132,84049,Burmy Plant Cloak,LINKED
pkm-secret-wonders-79-132-894687bbb1,Secret Wonders,Burmy Sandy Cloak,79/132,84052,Burmy Sandy Cloak,LINKED
pkm-secret-wonders-80-132-fafa7895aa,Secret Wonders,Burmy Trash Cloak,80/132,84056,Burmy Trash Cloak,LINKED
pkm-secret-wonders-81-132-b1c66c039c,Secret Wonders,Carvanha,81/132,84114,Carvanha,LINKED
pkm-secret-wonders-82-132-8bd8dfd1c6,Secret Wonders,Charmander,82/132,84215,Charmander,LINKED
pkm-secret-wonders-83-132-af5940d8e8,Secret Wonders,Clefairy,83/132,84357,Clefairy,LINKED
pkm-secret-wonders-84-132-741b208447,Secret Wonders,Corsola,84/132,84441,Corsola,LINKED
pkm-secret-wonders-85-132-745c3f2419,Secret Wonders,Diglett,85/132,84823,Diglett,LINKED
pkm-secret-wonders-86-132-6c3c935d2d,Secret Wonders,Duskull,86/132,85051,Duskull,LINKED
pkm-secret-wonders-87-132-fb788223c9,Secret Wonders,Electabuzz,87/132,85115,Electabuzz,LINKED
pkm-secret-wonders-88-132-ed9597d501,Secret Wonders,Grimer,88/132,85911,Grimer,LINKED
pkm-secret-wonders-89-132-b9dfb658e6,Secret Wonders,Growlithe,89/132,85957,Growlithe,LINKED
pkm-secret-wonders-90-132-c7dc1ed888,Secret Wonders,Hoppip,90/132,86181,Hoppip,LINKED
pkm-secret-wonders-91-132-d1e533e4e2,Secret Wonders,Lickitung,91/132,86720,Lickitung,LINKED
pkm-secret-wonders-92-132-416e94b4d4,Secret Wonders,Lotad,92/132,86836,Lotad,LINKED
pkm-secret-wonders-93-132-88f7ff11dd,Secret Wonders,Magmar,93/132,87048,Magmar,LINKED
pkm-secret-wonders-94-132-13ba0eb009,Secret Wonders,Mareep,94/132,87201,Mareep,LINKED
pkm-secret-wonders-95-132-5c93b04d73,Secret Wonders,Murkrow,95/132,87653,Murkrow,LINKED
pkm-secret-wonders-96-132-883ab91184,Secret Wonders,Natu,96/132,87686,Natu,LINKED
pkm-secret-wonders-97-132-9249b57651,Secret Wonders,Nidoran ♂,97/132,87727,Nidoran M,SKIP_NAME_MISMATCH
pkm-secret-wonders-98-132-0252b7a2de,Secret Wonders,Phanpy,98/132,88002,Phanpy,LINKED
pkm-secret-wonders-99-132-6d5d77d20c,Secret Wonders,Pidgey,99/132,88050,Pidgey,LINKED
pkm-secret-wonders-100-132-6938d297e9,Secret Wonders,Psyduck,100/132,88438,Psyduck,LINKED
pkm-secret-wonders-101-132-0177f70406,Secret Wonders,Qwilfish,101/132,88494,Qwilfish,LINKED
pkm-secret-wonders-102-132-3f4c9efdc5,Secret Wonders,Ralts,102/132,88561,Ralts,LINKED
pkm-secret-wonders-103-132-4aff876462,Secret Wonders,Rattata,103/132,88618,Rattata,LINKED
pkm-secret-wonders-104-132-fc00bade32,Secret Wonders,Sentret,104/132,89066,Sentret,LINKED
pkm-secret-wonders-105-132-5013e74034,Secret Wonders,Shellder,105/132,89138,Shellder,LINKED
pkm-secret-wonders-106-132-21ab5ae564,Secret Wonders,Shellos East Sea,106/132,89141,Shellos East Sea,LINKED
pkm-secret-wonders-107-132-15da5ad621,Secret Wonders,Shellos West Sea,107/132,89144,Shellos West Sea,LINKED
pkm-secret-wonders-108-132-6360052c72,Secret Wonders,Shroomish,108/132,89185,Shroomish,LINKED
pkm-secret-wonders-109-132-925310b915,Secret Wonders,Shuckle,109/132,89191,Shuckle,LINKED
pkm-secret-wonders-110-132-8ba7c98ce5,Secret Wonders,Shuppet,110/132,89200,Shuppet,LINKED
pkm-secret-wonders-111-132-75999a3ce6,Secret Wonders,Spinda,111/132,89461,Spinda,LINKED
pkm-secret-wonders-112-132-996e1d7c3c,Secret Wonders,Squirtle,112/132,89494,Squirtle,LINKED
pkm-secret-wonders-113-132-75d1c76a8a,Secret Wonders,Stantler,113/132,89504,Stantler,LINKED
pkm-secret-wonders-114-132-1f41d8a08a,Secret Wonders,Sunkern,114/132,89621,Sunkern,LINKED
pkm-secret-wonders-115-132-80969786f7,Secret Wonders,Trapinch,115/132,90023,Trapinch,LINKED
pkm-secret-wonders-116-132-55d45e76a7,Secret Wonders,Venonat,116/132,90308,Venonat,LINKED
pkm-secret-wonders-117-132-0861070774,Secret Wonders,Voltorb,117/132,90418,Voltorb,LINKED
pkm-secret-wonders-118-132-74bb26fdd3,Secret Wonders,Wooper,118/132,90636,Wooper,LINKED
pkm-secret-wonders-119-132-acf7ca2858,Secret Wonders,Bebe's Search,119/132,83762,Bebe's Search,LINKED
pkm-secret-wonders-120-132-c8f4128240,Secret Wonders,Night Maintenance,120/132,87751,Night Maintenance,LINKED
pkm-secret-wonders-121-132-c6d23e2832,Secret Wonders,PlusPower,121/132,88177,PlusPower,LINKED
pkm-secret-wonders-122-132-d505b9731b,Secret Wonders,Professor Oak's Visit,122/132,88405,Professor Oak's Visit,LINKED
pkm-secret-wonders-123-132-1e180e9790,Secret Wonders,Professor Rowan,123/132,88408,Professor Rowan,LINKED
pkm-secret-wonders-124-132-bf393ea67e,Secret Wonders,Rival,124/132,88765,Rival,LINKED
pkm-secret-wonders-125-132-4428b87db0,Secret Wonders,Roseanne's Research,125/132,88815,Roseanne's Research,LINKED
pkm-secret-wonders-126-132-63e2748aa5,Secret Wonders,Team Galactic's Mars,126/132,89810,Team Galactic's Mars,LINKED
pkm-secret-wonders-127-132-e730ccb846,Secret Wonders,Potion,127/132,88343,Potion,LINKED
pkm-secret-wonders-128-132-a92d65f657,Secret Wonders,Switch,128/132,89716,Switch,LINKED
pkm-secret-wonders-129-132-bf9b31211f,Secret Wonders,Darkness Energy,129/132,84690,Darkness Energy,LINKED
pkm-secret-wonders-130-132-18ac5ba63b,Secret Wonders,Metal Energy,130/132,87363,Metal Energy,LINKED
pkm-secret-wonders-131-132-c9d47e7fd8,Secret Wonders,Gardevoir LV.X,131/132,85643,Gardevoir LV.X,LINKED
pkm-secret-wonders-132-132-40272b42d9,Secret Wonders,Honchkrow LV.X,132/132,86165,Honchkrow LV.X,LINKED
pkm-stormfront-1-100-227ee180df,Stormfront,Dusknoir,1/100,85037,Dusknoir (1),LINKED
pkm-stormfront-2-100-840fbdba9b,Stormfront,Empoleon,2/100,85199,Empoleon,LINKED
pkm-stormfront-3-100-b25cb67e99,Stormfront,Infernape,3/100,86276,Infernape,LINKED
pkm-stormfront-4-100-2bd6a99c88,Stormfront,Lumineon,4/100,86922,Lumineon,LINKED
pkm-stormfront-5-100-153ee09e42,Stormfront,Magnezone,5/100,87114,Magnezone (5),LINKED
pkm-stormfront-6-100-cc95b8f5dc,Stormfront,Magnezone,6/100,87115,Magnezone (6),LINKED
pkm-stormfront-7-100-d3524a8a9f,Stormfront,Mismagius,7/100,87515,Mismagius,LINKED
pkm-stormfront-8-100-830ded1a8e,Stormfront,Raichu,8/100,88513,Raichu,LINKED
pkm-stormfront-9-100-b77faa634c,Stormfront,Regigigas,9/100,88663,Regigigas,LINKED
pkm-stormfront-10-100-cfc6467bef,Stormfront,Sceptile,10/100,88950,Sceptile,LINKED
pkm-stormfront-11-100-66a4ede335,Stormfront,Torterra,11/100,89985,Torterra,LINKED
pkm-stormfront-12-100-c2a59d5863,Stormfront,Abomasnow,12/100,83441,Abomasnow,LINKED
pkm-stormfront-13-100-08d1d772a9,Stormfront,Bronzong,13/100,83994,Bronzong,LINKED
pkm-stormfront-14-100-bdb542622b,Stormfront,Cherrim,14/100,84252,Cherrim,LINKED
pkm-stormfront-15-100-0f5372b219,Stormfront,Drapion,15/100,84923,Drapion,LINKED
pkm-stormfront-16-100-ea3ea95924,Stormfront,Drifblim,16/100,84945,Drifblim,LINKED
pkm-stormfront-17-100-836cb63c21,Stormfront,Dusknoir,17/100,85038,Dusknoir (17),LINKED
pkm-stormfront-18-100-3aa1d4ad59,Stormfront,Gengar,18/100,85676,Gengar,LINKED
pkm-stormfront-19-100-aeac284e23,Stormfront,Gyarados,19/100,85994,Gyarados,LINKED
pkm-stormfront-20-100-aa109c9631,Stormfront,Machamp,20/100,86966,Machamp,LINKED
pkm-stormfront-21-100-f28a6f2623,Stormfront,Mamoswine,21/100,87139,Mamoswine,LINKED
pkm-stormfront-22-100-1b5c40217d,Stormfront,Rapidash,22/100,88584,Rapidash,LINKED
pkm-stormfront-23-100-e5a929e1d0,Stormfront,Roserade,23/100,88828,Roserade,LINKED
pkm-stormfront-24-100-e9d9573d14,Stormfront,Salamence,24/100,88898,Salamence,LINKED
pkm-stormfront-25-100-fef239f76b,Stormfront,Scizor,25/100,88962,Scizor,LINKED
pkm-stormfront-26-100-9094442104,Stormfront,Skuntank,26/100,89280,Skuntank,LINKED
pkm-stormfront-27-100-58885a4f4d,Stormfront,Staraptor,27/100,89509,Staraptor,LINKED
pkm-stormfront-28-100-dc025d74c9,Stormfront,Steelix,28/100,89562,Steelix,LINKED
pkm-stormfront-29-100-006d6ed20a,Stormfront,Tangrowth,29/100,89752,Tangrowth,LINKED
pkm-stormfront-30-100-ba75ad3979,Stormfront,Tyranitar,30/100,90120,Tyranitar,LINKED
pkm-stormfront-31-100-914f7c3649,Stormfront,Vespiquen,31/100,90328,Vespiquen,LINKED
pkm-stormfront-32-100-2135f10002,Stormfront,Bibarel,32/100,83818,Bibarel,LINKED
pkm-stormfront-33-100-e1bb4a6b5b,Stormfront,Budew,33/100,84011,Budew,LINKED
pkm-stormfront-34-100-f765ea25df,Stormfront,Dusclops,34/100,85029,Dusclops (34),LINKED
pkm-stormfront-35-100-9718c6a4f8,Stormfront,Dusclops,35/100,85030,Dusclops (35),LINKED
pkm-stormfront-36-100-de4901dc0e,Stormfront,Electrode,36/100,85157,Electrode (36),LINKED
pkm-stormfront-37-100-0ec2424fec,Stormfront,Electrode,37/100,85158,Electrode (37),LINKED
pkm-stormfront-38-100-669a42e12a,Stormfront,Farfetch'd,38/100,85387,Farfetch'd,LINKED
pkm-stormfront-39-100-568dfef6ec,Stormfront,Grovyle,39/100,85942,Grovyle,LINKED
pkm-stormfront-40-100-fa010c8fc2,Stormfront,Haunter,40/100,86028,Haunter,LINKED
pkm-stormfront-41-100-fe6b33292a,Stormfront,Machoke,41/100,86983,Machoke,LINKED
pkm-stormfront-42-100-4d9d155e8a,Stormfront,Magneton,42/100,87108,Magneton (42),LINKED
pkm-stormfront-43-100-0861dfdd5a,Stormfront,Magneton,43/100,87109,Magneton (43),LINKED
pkm-stormfront-44-100-78697a531a,Stormfront,Miltank,44/100,87465,Miltank,LINKED
pkm-stormfront-45-100-9021db8add,Stormfront,Pichu,45/100,88019,Pichu,LINKED
pkm-stormfront-46-100-386049208d,Stormfront,Piloswine,46/100,88119,Piloswine,LINKED
pkm-stormfront-47-100-f40816ae39,Stormfront,Pupitar,47/100,88452,Pupitar,LINKED
pkm-stormfront-48-100-1ac93036ca,Stormfront,Sableye,48/100,88853,Sableye,LINKED
pkm-stormfront-49-100-8e0806be57,Stormfront,Scyther,49/100,89001,Scyther,LINKED
pkm-stormfront-50-100-aa1c76c002,Stormfront,Shelgon,50/100,89128,Shelgon,LINKED
pkm-stormfront-51-100-292834cede,Stormfront,Skarmory,51/100,89241,Skarmory,LINKED
pkm-stormfront-52-100-80b30aabd0,Stormfront,Staravia,52/100,89516,Staravia,LINKED
pkm-stormfront-53-100-32ede32cf8,Stormfront,Bagon,53/100,83698,Bagon,LINKED
pkm-stormfront-54-100-716a907b94,Stormfront,Bidoof,54/100,83827,Bidoof,LINKED
pkm-stormfront-55-100-50abbed70f,Stormfront,Bronzor,55/100,84003,Bronzor,LINKED
pkm-stormfront-56-100-68143911fe,Stormfront,Cherubi,56/100,84261,Cherubi,LINKED
pkm-stormfront-57-100-7516dfe0ea,Stormfront,Combee,57/100,84394,Combee,LINKED
pkm-stormfront-58-100-43e023c817,Stormfront,Drifloon,58/100,84957,Drifloon,LINKED
pkm-stormfront-59-100-38794df4e1,Stormfront,Duskull,59/100,85052,Duskull (59),LINKED
pkm-stormfront-60-100-61101981a1,Stormfront,Duskull,60/100,85053,Duskull (60),LINKED
pkm-stormfront-61-100-f727a1f470,Stormfront,Finneon,61/100,85450,Finneon,LINKED
pkm-stormfront-62-100-5afd9760bc,Stormfront,Gastly,62/100,85653,Gastly,LINKED
pkm-stormfront-63-100-42aa390f3c,Stormfront,Larvitar,63/100,86643,Larvitar,LINKED
pkm-stormfront-64-100-8e447eec7a,Stormfront,Machop,64/100,86997,Machop,LINKED
pkm-stormfront-65-100-7b4c63ac44,Stormfront,Magikarp,65/100,87030,Magikarp,LINKED
pkm-stormfront-66-100-682a29d600,Stormfront,Magnemite,66/100,87082,Magnemite (66),LINKED
pkm-stormfront-67-100-236e07859e,Stormfront,Magnemite,67/100,87083,Magnemite (67),LINKED
pkm-stormfront-68-100-5d5b591b91,Stormfront,Misdreavus,68/100,87508,Misdreavus,LINKED
pkm-stormfront-69-100-59bfaa185a,Stormfront,Onix,69/100,87883,Onix,LINKED
pkm-stormfront-70-100-e40b31b958,Stormfront,Pikachu,70/100,88090,Pikachu,LINKED
pkm-stormfront-71-100-7333154e54,Stormfront,Ponyta,71/100,88288,Ponyta,LINKED
pkm-stormfront-72-100-6f2ff0b9ae,Stormfront,Roselia,72/100,88821,Roselia,LINKED
pkm-stormfront-73-100-8eb2cd9a93,Stormfront,Skorupi,73/100,89274,Skorupi,LINKED
pkm-stormfront-74-100-d208035ad2,Stormfront,Snover,74/100,89406,Snover,LINKED
pkm-stormfront-75-100-7bdcaaf1b4,Stormfront,Starly,75/100,89524,Starly,LINKED
pkm-stormfront-76-100-59a5d56e4d,Stormfront,Stunky,76/100,89586,Stunky,LINKED
pkm-stormfront-77-100-165374f10e,Stormfront,Swinub,77/100,89704,Swinub,LINKED
pkm-stormfront-78-100-afbc38d096,Stormfront,Tangela,78/100,89745,Tangela,LINKED
pkm-stormfront-79-100-5031d73a6b,Stormfront,Treecko,79/100,90040,Treecko,LINKED
pkm-stormfront-80-100-0baa1b196d,Stormfront,Voltorb,80/100,90419,Voltorb (80),LINKED
pkm-stormfront-81-100-67e20edbe2,Stormfront,Voltorb,81/100,90420,Voltorb (81),LINKED
pkm-stormfront-82-100-f92ee4a714,Stormfront,Conductive Quarry,82/100,84417,Conductive Quarry,LINKED
pkm-stormfront-83-100-1d96e98843,Stormfront,Energy Link,83/100,85214,Energy Link,LINKED
pkm-stormfront-84-100-9641069002,Stormfront,Energy Switch,84/100,85258,Energy Switch,LINKED
pkm-stormfront-85-100-a78de9cd67,Stormfront,Great Ball,85/100,85898,Great Ball,LINKED
pkm-stormfront-86-100-13a1e31155,Stormfront,Luxury Ball,86/100,86953,Luxury Ball,LINKED
pkm-stormfront-87-100-4415ddca9b,Stormfront,Marley's Request,87/100,87223,Marley's Request,LINKED
pkm-stormfront-88-100-7ff33dc216,Stormfront,Poké Blower +,88/100,88195,Poke Blower +,SKIP_NAME_MISMATCH
pkm-stormfront-89-100-7fcd5aade0,Stormfront,Poké Drawer +,89/100,88196,Poke Drawer +,SKIP_NAME_MISMATCH
pkm-stormfront-90-100-f78706c13c,Stormfront,Poké Healer +,90/100,88197,Poke Healer +,SKIP_NAME_MISMATCH
pkm-stormfront-91-100-db90a36508,Stormfront,Premier Ball,91/100,88357,Premier Ball,LINKED
pkm-stormfront-92-100-b9b844ac22,Stormfront,Potion,92/100,88346,Potion,LINKED
pkm-stormfront-93-100-fd56964528,Stormfront,Switch,93/100,89717,Switch,LINKED
pkm-stormfront-94-100-48ddc359b2,Stormfront,Cyclone Energy,94/100,84542,Cyclone Energy,LINKED
pkm-stormfront-95-100-0dd5fa46ae,Stormfront,Warp Energy,95/100,90475,Warp Energy,LINKED
pkm-stormfront-96-100-521a2dfeb8,Stormfront,Dusknoir LV.X,96/100,85043,Dusknoir LV.X,LINKED
pkm-stormfront-97-100-a99b384ac7,Stormfront,Heatran LV.X,97/100,86054,Heatran LV.X,LINKED
pkm-stormfront-98-100-78d73a8d07,Stormfront,Machamp LV.X,98/100,86973,Machamp LV.X,LINKED
pkm-stormfront-99-100-9ce092e441,Stormfront,Raichu LV.X,99/100,88528,Raichu LV.X,LINKED
pkm-stormfront-100-100-142d87802c,Stormfront,Regigigas LV.X,100/100,88669,Regigigas LV.X,LINKED
pkm-stormfront-101-100-71aa54da31,Stormfront,Charmander,101/100,84216,Charmander,LINKED
pkm-stormfront-102-100-3bf82ea7a0,Stormfront,Charmeleon,102/100,84232,Charmeleon,LINKED
pkm-stormfront-103-100-1443572896,Stormfront,Charizard,103/100,84190,Charizard,LINKED
pkm-aquapolis-1-147-ba9c60e955,Aquapolis,Ampharos,1/147,83536,Ampharos,LINKED
pkm-aquapolis-2-147-349004f124,Aquapolis,Arcanine,2/147,83575,Arcanine,LINKED
pkm-aquapolis-3-147-8119bad9e0,Aquapolis,Ariados,3/147,83613,Ariados,LINKED
pkm-aquapolis-4-147-6dd4d35bf6,Aquapolis,Azumarill,4/147,83680,Azumarill,LINKED
pkm-aquapolis-5-147-5786cb9c6c,Aquapolis,Bellossom,5/147,83796,Bellossom,LINKED
pkm-aquapolis-6-147-3cbe310fb7,Aquapolis,Blissey,6/147,83919,Blissey,LINKED
pkm-aquapolis-7-147-24fcdb0022,Aquapolis,Donphan,7/147,84870,Donphan,LINKED
