putnam_card_id,catalog_set,card_name,printed_number,product_id,product_name,status,score
pkm-swsh-black-star-promos-swsh065-307-1d2a0fae32,SWSH Black Star Promos,Eevee V,SWSH065/307,220317,Eevee V - SWSH065,SKIP_NAME_MISMATCH,0.67
pkm-swsh-black-star-promos-swsh066-307-7276bf182c,SWSH Black Star Promos,Charizard,SWSH066/307,224365,Charizard - SWSH066 (Prerelease),SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh066-307-7276bf182c,SWSH Black Star Promos,Charizard,SWSH066/307,224366,Charizard - SWSH066 (Prerelease) [Staff],SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh067-307-704936ae76,SWSH Black Star Promos,Donphan,SWSH067/307,224368,Donphan - SWSH067 (Prerelease),SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh067-307-704936ae76,SWSH Black Star Promos,Donphan,SWSH067/307,224367,Donphan - SWSH067 (Prerelease) [Staff],SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh068-307-07f0f48616,SWSH Black Star Promos,Snorlax,SWSH068/307,224361,Snorlax - SWSH068 (Prerelease),SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh068-307-07f0f48616,SWSH Black Star Promos,Snorlax,SWSH068/307,224362,Snorlax - SWSH068 (Prerelease) [Staff],SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh069-307-8e55dc8d39,SWSH Black Star Promos,Lugia,SWSH069/307,224364,Lugia - SWSH069 (Prerelease),SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh069-307-8e55dc8d39,SWSH Black Star Promos,Lugia,SWSH069/307,224363,Lugia - SWSH069 (Prerelease) [Staff],SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh070-307-779b85947a,SWSH Black Star Promos,Grookey,SWSH070/307,227028,Grookey - SWSH070,SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh071-307-62fe50c528,SWSH Black Star Promos,Scorbunny,SWSH071/307,227027,Scorbunny - SWSH071,SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh072-307-d1648583c0,SWSH Black Star Promos,Vaporeon,SWSH072/307,221753,Vaporeon - SWSH072,SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh073-307-6264d386c4,SWSH Black Star Promos,Sobble,SWSH073/307,221754,Sobble - SWSH073,SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh074-307-942f1e5b69,SWSH Black Star Promos,Special Delivery Pikachu,SWSH074/307,227646,Special Delivery Pikachu - SWSH074,LINKED,0.91
pkm-swsh-black-star-promos-swsh075-307-673add0fdf,SWSH Black Star Promos,Special Delivery Charizard,SWSH075/307,282259,Special Delivery Charizard - SWSH075,LINKED,0.91
pkm-swsh-black-star-promos-swsh076-307-0060d20372,SWSH Black Star Promos,Zacian V,SWSH076/307,228595,Zacian V - SWSH076,SKIP_NAME_MISMATCH,0.67
pkm-swsh-black-star-promos-swsh077-307-233f8bcb0b,SWSH Black Star Promos,Zamazenta V,SWSH077/307,228596,Zamazenta V - SWSH077,SKIP_NAME_MISMATCH,0.67
pkm-swsh-black-star-promos-swsh078-307-2c20f41987,SWSH Black Star Promos,Orbeetle V,SWSH078/307,227025,Orbeetle V - SWSH078,SKIP_NAME_MISMATCH,0.67
pkm-swsh-black-star-promos-swsh079-307-bc4ada8d68,SWSH Black Star Promos,Galarian Mr. Rime,SWSH079/307,232450,Galarian Mr. Rime - SWSH079,LINKED,0.91
pkm-swsh-black-star-promos-swsh080-307-71d20c4739,SWSH Black Star Promos,Dedenne,SWSH080/307,232453,Dedenne - SWSH080,SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh081-307-be1888f08f,SWSH Black Star Promos,Polteageist,SWSH081/307,232458,Polteageist - SWSH081,SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh082-307-f96ac7d7da,SWSH Black Star Promos,Bunnelby,SWSH082/307,232461,Bunnelby - SWSH082,SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh083-307-6c768081bf,SWSH Black Star Promos,Alakazam V,SWSH083/307,228980,Alakazam V - SWSH083,SKIP_NAME_MISMATCH,0.67
pkm-swsh-black-star-promos-swsh084-307-b920791af4,SWSH Black Star Promos,Eldegoss V,SWSH084/307,232481,Eldegoss V - SWSH084,SKIP_NAME_MISMATCH,0.67
pkm-swsh-black-star-promos-swsh085-307-c055ecdad4,SWSH Black Star Promos,Boltund V,SWSH085/307,232499,Boltund V - SWSH085,SKIP_NAME_MISMATCH,0.67
pkm-swsh-black-star-promos-swsh086-307-71c06d2a7c,SWSH Black Star Promos,Cramorant V,SWSH086/307,232503,Cramorant V - SWSH086,SKIP_NAME_MISMATCH,0.67
pkm-swsh-black-star-promos-swsh087-307-effea080e1,SWSH Black Star Promos,Eevee VMAX,SWSH087/307,232611,Eevee VMAX - SWSH087,SKIP_NAME_MISMATCH,0.67
pkm-swsh-black-star-promos-swsh088-307-bdaf5b7e3c,SWSH Black Star Promos,Cherrim,SWSH088/307,234276,Cherrim - SWSH088 (Prerelease),SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh089-307-f40fa8397a,SWSH Black Star Promos,Octillery,SWSH089/307,234277,Octillery - SWSH089 (Prerelease),SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh090-307-e9289e90bb,SWSH Black Star Promos,Houndoom,SWSH090/307,234278,Houndoom - SWSH090 (Prerelease),SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh091-307-f8e865819f,SWSH Black Star Promos,Bronzong,SWSH091/307,234279,Bronzong - SWSH091 (Prerelease),SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh092-307-557b8a3e68,SWSH Black Star Promos,Charmander,SWSH092/307,234282,Charmander - SWSH092,SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh093-307-80f1414881,SWSH Black Star Promos,Arrokuda,SWSH093/307,234283,Arrokuda - SWSH093,SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh094-307-bd7cff437b,SWSH Black Star Promos,Jolteon,SWSH094/307,234284,Jolteon - SWSH094,SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh095-307-4a33cefa7b,SWSH Black Star Promos,Eevee,SWSH095/307,234287,Eevee - SWSH095,SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh096-307-c64506397e,SWSH Black Star Promos,Dragapult V,SWSH096/307,232610,Dragapult V - SWSH096,SKIP_NAME_MISMATCH,0.67
pkm-swsh-black-star-promos-swsh097-307-bf15cf27d6,SWSH Black Star Promos,Dragapult VMAX,SWSH097/307,232608,Dragapult VMAX - SWSH097,SKIP_NAME_MISMATCH,0.67
pkm-swsh-black-star-promos-swsh098-307-6156a365a7,SWSH Black Star Promos,Crobat V,SWSH098/307,232612,Crobat V - SWSH098,SKIP_NAME_MISMATCH,0.67
pkm-swsh-black-star-promos-swsh099-307-3c49e9ee5a,SWSH Black Star Promos,Crobat VMAX,SWSH099/307,232613,Crobat VMAX - SWSH099,SKIP_NAME_MISMATCH,0.67
pkm-swsh-black-star-promos-swsh100-307-9536a86060,SWSH Black Star Promos,Venusaur V,SWSH100/307,232723,Venusaur V - SWSH100,SKIP_NAME_MISMATCH,0.67
pkm-swsh-black-star-promos-swsh101-307-badb35cb9f,SWSH Black Star Promos,Blastoise V,SWSH101/307,232724,Blastoise V - SWSH101,SKIP_NAME_MISMATCH,0.67
pkm-swsh-black-star-promos-swsh102-307-bbed71cf4d,SWSH Black Star Promos,Venusaur VMAX,SWSH102/307,234298,Venusaur VMAX - SWSH102,SKIP_NAME_MISMATCH,0.67
pkm-swsh-black-star-promos-swsh103-307-fa546b593e,SWSH Black Star Promos,Blastoise VMAX,SWSH103/307,234299,Blastoise VMAX - SWSH103,SKIP_NAME_MISMATCH,0.67
pkm-swsh-black-star-promos-swsh104-307-0082c8ca63,SWSH Black Star Promos,Victini V,SWSH104/307,,,NO_CANDIDATE,
pkm-swsh-black-star-promos-swsh105-307-fa7e187a70,SWSH Black Star Promos,Gardevoir V,SWSH105/307,238545,Gardevoir V - SWSH105,SKIP_NAME_MISMATCH,0.67
pkm-swsh-black-star-promos-swsh106-307-4af025b983,SWSH Black Star Promos,Single Strike Urshifu V,SWSH106/307,234296,Single Strike Urshifu V - SWSH106,LINKED,0.92
pkm-swsh-black-star-promos-swsh107-307-39898ec97e,SWSH Black Star Promos,Rapid Strike Urshifu V,SWSH107/307,234297,Rapid Strike Urshifu V - SWSH107,LINKED,0.92
pkm-swsh-black-star-promos-swsh108-307-a1be88f0fa,SWSH Black Star Promos,Empoleon V,SWSH108/307,238555,Empoleon V - SWSH108,SKIP_NAME_MISMATCH,0.67
pkm-swsh-black-star-promos-swsh109-307-c39fb8ba22,SWSH Black Star Promos,Tyranitar V,SWSH109/307,238553,Tyranitar V - SWSH109,SKIP_NAME_MISMATCH,0.67
pkm-swsh-black-star-promos-swsh110-307-23f641f064,SWSH Black Star Promos,Crobat V,SWSH110/307,245875,Crobat V - SWSH110,SKIP_NAME_MISMATCH,0.67
pkm-swsh-black-star-promos-swsh111-307-c50bc2b58b,SWSH Black Star Promos,Galarian Rapidash V,SWSH111/307,236054,Galarian Rapidash V - SWSH111,LINKED,0.91
pkm-swsh-black-star-promos-swsh112-307-d92fc498f3,SWSH Black Star Promos,Cinderace,SWSH112/307,240891,Cinderace - SWSH112 (Prerelease),SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh113-307-6a032ca026,SWSH Black Star Promos,Inteleon,SWSH113/307,240892,Inteleon - SWSH113 (Prerelease),SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh114-307-12fe210907,SWSH Black Star Promos,Cresselia,SWSH114/307,240893,Cresselia - SWSH114 (Prerelease),SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh115-307-0a88996970,SWSH Black Star Promos,Passimian,SWSH115/307,240894,Passimian - SWSH115 (Prerelease),SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh116-307-31eaba7e7d,SWSH Black Star Promos,Morpeko,SWSH116/307,241881,Morpeko - SWSH116,SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh117-307-af584f2da2,SWSH Black Star Promos,Phanpy,SWSH117/307,241882,Phanpy - SWSH117,SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh118-307-9f3a94ed11,SWSH Black Star Promos,Eevee,SWSH118/307,241883,Eevee - SWSH118,SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh119-307-cc56cdd2e0,SWSH Black Star Promos,Snorlax,SWSH119/307,241884,Snorlax - SWSH119,SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh120-307-4c4f912a46,SWSH Black Star Promos,Marnie,SWSH120/307,245871,Marnie - SWSH120,SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh121-307-c0a5d91836,SWSH Black Star Promos,Marnie,SWSH121/307,245872,Marnie - SWSH121,SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh122-307-941f2b9194,SWSH Black Star Promos,Flaaffy,SWSH122/307,246931,Flaaffy - SWSH122 (Prerelease),SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh123-307-7f3f27f5ed,SWSH Black Star Promos,Galarian Articuno,SWSH123/307,246927,Galarian Articuno - SWSH123 (Prerelease),SKIP_NAME_MISMATCH,0.67
pkm-swsh-black-star-promos-swsh124-307-3976957fcd,SWSH Black Star Promos,Galarian Zapdos,SWSH124/307,246933,Galarian Zapdos - SWSH124 (Prerelease),SKIP_NAME_MISMATCH,0.67
pkm-swsh-black-star-promos-swsh125-307-5f10d5692d,SWSH Black Star Promos,Galarian Moltres,SWSH125/307,246929,Galarian Moltres - SWSH125 (Prerelease),SKIP_NAME_MISMATCH,0.67
pkm-swsh-black-star-promos-swsh126-307-44496aadd6,SWSH Black Star Promos,Galarian Slowpoke,SWSH126/307,247290,Galarian Slowpoke - SWSH126,SKIP_NAME_MISMATCH,0.67
pkm-swsh-black-star-promos-swsh127-307-fb20d5d91f,SWSH Black Star Promos,Eevee,SWSH127/307,247291,Eevee - SWSH127,SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh128-307-54013a8da1,SWSH Black Star Promos,Eiscue,SWSH128/307,247292,Eiscue - SWSH128,SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh129-307-26e8947d77,SWSH Black Star Promos,Umbreon,SWSH129/307,247294,Umbreon - SWSH129,SKIP_NAME_MISMATCH,0.50
pkm-swsh-black-star-promos-swsh130-307-0de672569d,SWSH Black Star Promos,Ice Rider Calyrex V,SWSH130/307,245868,Ice Rider Calyrex V - SWSH130,LINKED,0.92
