putnam_card_id,card_name,printed_number,product_id,product_name,status,name_similarity
"pkm-ascended-heroes-18-217-75bd139886","Team Rocket's Tarountula","18/217","676867","Team Rocket's Tarountula (Team Rocket)","LINKED","1.00"
"pkm-ascended-heroes-19-217-22bc2aca7a","Team Rocket's Spidops","19/217","675831","Team Rocket's Spidops","LINKED","1.00"
"pkm-ascended-heroes-19-217-22bc2aca7a","Team Rocket's Spidops","19/217","677008","Team Rocket's Spidops (Energy Symbol Pattern)","LINKED","0.57"
"pkm-ascended-heroes-19-217-22bc2aca7a","Team Rocket's Spidops","19/217","676868","Team Rocket's Spidops (Team Rocket)","LINKED","1.00"
"pkm-ascended-heroes-20-217-2c7d5e01b5","Charmander","20/217","675832","Charmander","LINKED","1.00"
"pkm-ascended-heroes-20-217-2c7d5e01b5","Charmander","20/217","677009","Charmander (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-20-217-2c7d5e01b5","Charmander","20/217","676869","Charmander (Friend Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-21-217-6b8b987552","Charmeleon","21/217","675833","Charmeleon","LINKED","1.00"
"pkm-ascended-heroes-21-217-6b8b987552","Charmeleon","21/217","677010","Charmeleon (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-21-217-6b8b987552","Charmeleon","21/217","676870","Charmeleon (Friend Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-22-217-892e5025fd","Mega Charizard Y ex","22/217","675834","Mega Charizard Y ex - 022/217","LINKED","0.67"
"pkm-ascended-heroes-23-217-93111f92b3","Ethan's Slugma","23/217","675835","Ethan's Slugma","LINKED","1.00"
"pkm-ascended-heroes-23-217-93111f92b3","Ethan's Slugma","23/217","677011","Ethan's Slugma (Energy Symbol Pattern)","LINKED","0.50"
"pkm-ascended-heroes-23-217-93111f92b3","Ethan's Slugma","23/217","676871","Ethan's Slugma (Poke Ball)","LINKED","0.60"
"pkm-ascended-heroes-24-217-506b030326","Ethan's Magcargo","24/217","675836","Ethan's Magcargo - 024/217","LINKED","0.60"
"pkm-ascended-heroes-24-217-506b030326","Ethan's Magcargo","24/217","677012","Ethan's Magcargo - 024/217 (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.38"
"pkm-ascended-heroes-24-217-506b030326","Ethan's Magcargo","24/217","676872","Ethan's Magcargo - 024/217 (Poke Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.43"
"pkm-ascended-heroes-25-217-3bf2e0ebfc","Entei","25/217","675837","Entei","LINKED","1.00"
"pkm-ascended-heroes-25-217-3bf2e0ebfc","Entei","25/217","677013","Entei (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-25-217-3bf2e0ebfc","Entei","25/217","676873","Entei (Quick Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-26-217-5c7034de06","Ethan's Ho-Oh ex","26/217","675838","Ethan's Ho-Oh ex","LINKED","1.00"
"pkm-ascended-heroes-27-217-11230a7462","Numel","27/217","675839","Numel - 027/217","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-27-217-11230a7462","Numel","27/217","677014","Numel - 027/217 (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.17"
"pkm-ascended-heroes-27-217-11230a7462","Numel","27/217","676874","Numel - 027/217 (Quick Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.20"
"pkm-ascended-heroes-28-217-278eb8cebf","Camerupt","28/217","675840","Camerupt","LINKED","1.00"
"pkm-ascended-heroes-28-217-278eb8cebf","Camerupt","28/217","677015","Camerupt (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-28-217-278eb8cebf","Camerupt","28/217","676875","Camerupt (Quick Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-29-217-803e7b43ed","Tepig","29/217","675841","Tepig","LINKED","1.00"
"pkm-ascended-heroes-29-217-803e7b43ed","Tepig","29/217","677016","Tepig (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-29-217-803e7b43ed","Tepig","29/217","676876","Tepig (Friend Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-30-217-1135c9b7db","Pignite","30/217","675842","Pignite","LINKED","1.00"
"pkm-ascended-heroes-30-217-1135c9b7db","Pignite","30/217","677017","Pignite (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-30-217-1135c9b7db","Pignite","30/217","676877","Pignite (Friend Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-31-217-85ad64da81","Mega Emboar ex","31/217","675843","Mega Emboar ex - 031/217","LINKED","0.60"
"pkm-ascended-heroes-32-217-35bd1cb25f","N's Darumaka","32/217","675844","N's Darumaka","LINKED","1.00"
"pkm-ascended-heroes-32-217-35bd1cb25f","N's Darumaka","32/217","677018","N's Darumaka (Energy Symbol Pattern)","LINKED","0.50"
"pkm-ascended-heroes-32-217-35bd1cb25f","N's Darumaka","32/217","676878","N's Darumaka (Poke Ball)","LINKED","0.60"
"pkm-ascended-heroes-33-217-6985b05638","N's Darmanitan","33/217","675845","N's Darmanitan","LINKED","1.00"
"pkm-ascended-heroes-33-217-6985b05638","N's Darmanitan","33/217","677019","N's Darmanitan (Energy Symbol Pattern)","LINKED","0.50"
"pkm-ascended-heroes-33-217-6985b05638","N's Darmanitan","33/217","676879","N's Darmanitan (Poke Ball)","LINKED","0.60"
"pkm-ascended-heroes-34-217-584ef242ef","Salandit","34/217","675846","Salandit","LINKED","1.00"
"pkm-ascended-heroes-34-217-584ef242ef","Salandit","34/217","677020","Salandit (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-34-217-584ef242ef","Salandit","34/217","676880","Salandit (Quick Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-35-217-93c8a240d9","Salazzle","35/217","675847","Salazzle - 035/217","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-35-217-93c8a240d9","Salazzle","35/217","677021","Salazzle - 035/217 (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.17"
"pkm-ascended-heroes-35-217-93c8a240d9","Salazzle","35/217","676881","Salazzle - 035/217 (Quick Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.20"
"pkm-ascended-heroes-36-217-3c9a3810d5","Scorbunny","36/217","675848","Scorbunny - 036/217","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-36-217-3c9a3810d5","Scorbunny","36/217","677022","Scorbunny - 036/217 (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.17"
"pkm-ascended-heroes-36-217-3c9a3810d5","Scorbunny","36/217","676882","Scorbunny - 036/217 (Friend Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.20"
"pkm-ascended-heroes-37-217-eefdf0b53f","Raboot","37/217","675849","Raboot","LINKED","1.00"
"pkm-ascended-heroes-37-217-eefdf0b53f","Raboot","37/217","677023","Raboot (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-37-217-eefdf0b53f","Raboot","37/217","676883","Raboot (Friend Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-38-217-6f88735232","Cinderace ex","38/217","675850","Cinderace ex","LINKED","1.00"
"pkm-ascended-heroes-39-217-2fc02882b6","Psyduck","39/217","675851","Psyduck - 039/217","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-39-217-2fc02882b6","Psyduck","39/217","677024","Psyduck - 039/217 (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.17"
"pkm-ascended-heroes-39-217-2fc02882b6","Psyduck","39/217","676884","Psyduck - 039/217 (Love Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.20"
"pkm-ascended-heroes-40-217-1187539a2e","Golduck","40/217","675852","Golduck","LINKED","1.00"
"pkm-ascended-heroes-40-217-1187539a2e","Golduck","40/217","677025","Golduck (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-40-217-1187539a2e","Golduck","40/217","676885","Golduck (Love Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-41-217-a4b0d4f540","Totodile","41/217","675853","Totodile","LINKED","1.00"
"pkm-ascended-heroes-41-217-a4b0d4f540","Totodile","41/217","677026","Totodile (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-41-217-a4b0d4f540","Totodile","41/217","676886","Totodile (Friend Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-42-217-ed942dc11a","Croconaw","42/217","675854","Croconaw","LINKED","1.00"
"pkm-ascended-heroes-42-217-ed942dc11a","Croconaw","42/217","677027","Croconaw (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-42-217-ed942dc11a","Croconaw","42/217","676887","Croconaw (Friend Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-43-217-fcbcf8ec75","Mega Feraligatr ex","43/217","675855","Mega Feraligatr ex - 043/217","LINKED","0.60"
"pkm-ascended-heroes-44-217-7f6a7283af","Sneasel","44/217","675856","Sneasel","LINKED","1.00"
"pkm-ascended-heroes-44-217-7f6a7283af","Sneasel","44/217","676888","Sneasel (Dusk Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-44-217-7f6a7283af","Sneasel","44/217","677028","Sneasel (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-45-217-4fe2d509a5","Weavile","45/217","675857","Weavile - 045/217","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-45-217-4fe2d509a5","Weavile","45/217","676889","Weavile - 045/217 (Dusk Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.20"
"pkm-ascended-heroes-45-217-4fe2d509a5","Weavile","45/217","677029","Weavile - 045/217 (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.17"
"pkm-ascended-heroes-46-217-e0ca515bf5","Snorunt","46/217","675858","Snorunt - 046/217","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-46-217-e0ca515bf5","Snorunt","46/217","677030","Snorunt - 046/217 (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.17"
"pkm-ascended-heroes-46-217-e0ca515bf5","Snorunt","46/217","676890","Snorunt - 046/217 (Love Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.20"
"pkm-ascended-heroes-47-217-9ae1187280","Mega Froslass ex","47/217","675859","Mega Froslass ex - 047/217","LINKED","0.60"
"pkm-ascended-heroes-48-217-2e8fda5482","Regice ex","48/217","675860","Regice ex","LINKED","1.00"
"pkm-ascended-heroes-49-217-d7a8d0bedf","N's Vanillite","49/217","675861","N's Vanillite","LINKED","1.00"
"pkm-ascended-heroes-49-217-d7a8d0bedf","N's Vanillite","49/217","677031","N's Vanillite (Energy Symbol Pattern)","LINKED","0.50"
"pkm-ascended-heroes-49-217-d7a8d0bedf","N's Vanillite","49/217","676891","N's Vanillite (Poke Ball)","LINKED","0.60"
"pkm-ascended-heroes-50-217-a08f15ca3c","N's Vanillish","50/217","675862","N's Vanillish","LINKED","1.00"
"pkm-ascended-heroes-50-217-a08f15ca3c","N's Vanillish","50/217","677032","N's Vanillish (Energy Symbol Pattern)","LINKED","0.50"
"pkm-ascended-heroes-50-217-a08f15ca3c","N's Vanillish","50/217","676892","N's Vanillish (Poke Ball)","LINKED","0.60"
"pkm-ascended-heroes-51-217-3e7996997f","N's Vanilluxe","51/217","675863","N's Vanilluxe","LINKED","1.00"
"pkm-ascended-heroes-51-217-3e7996997f","N's Vanilluxe","51/217","677033","N's Vanilluxe (Energy Symbol Pattern)","LINKED","0.50"
"pkm-ascended-heroes-51-217-3e7996997f","N's Vanilluxe","51/217","676893","N's Vanilluxe (Poke Ball)","LINKED","0.60"
"pkm-ascended-heroes-52-217-5fb8dc7739","Snom","52/217","675864","Snom","LINKED","1.00"
"pkm-ascended-heroes-52-217-5fb8dc7739","Snom","52/217","677034","Snom (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-52-217-5fb8dc7739","Snom","52/217","676894","Snom (Friend Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-53-217-b6384d4ca3","Frosmoth","53/217","675865","Frosmoth","LINKED","1.00"
"pkm-ascended-heroes-53-217-b6384d4ca3","Frosmoth","53/217","677035","Frosmoth (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-53-217-b6384d4ca3","Frosmoth","53/217","676895","Frosmoth (Friend Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-54-217-e1019658d2","Glastrier","54/217","675866","Glastrier","LINKED","1.00"
"pkm-ascended-heroes-54-217-e1019658d2","Glastrier","54/217","677036","Glastrier (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-54-217-e1019658d2","Glastrier","54/217","676896","Glastrier (Friend Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-55-217-d5d41bd728","Pikachu","55/217","675867","Pikachu","LINKED","1.00"
"pkm-ascended-heroes-55-217-d5d41bd728","Pikachu","55/217","677037","Pikachu (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-55-217-d5d41bd728","Pikachu","55/217","676897","Pikachu (Friend Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-56-217-a9896fc15d","Raichu","56/217","675868","Raichu","LINKED","1.00"
"pkm-ascended-heroes-56-217-a9896fc15d","Raichu","56/217","677038","Raichu (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-56-217-a9896fc15d","Raichu","56/217","676898","Raichu (Friend Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-57-217-53305205b4","Pikachu ex","57/217","675869","Pikachu ex - 057/217","LINKED","0.50"
"pkm-ascended-heroes-58-217-56e6123f2a","Voltorb ex","58/217","675870","Voltorb ex","LINKED","1.00"
"pkm-ascended-heroes-59-217-35b2065d2d","Tynamo","59/217","675871","Tynamo","LINKED","1.00"
"pkm-ascended-heroes-59-217-35b2065d2d","Tynamo","59/217","677039","Tynamo (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-59-217-35b2065d2d","Tynamo","59/217","676899","Tynamo (Quick Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-60-217-c7bc84c2cf","Eelektrik","60/217","675872","Eelektrik","LINKED","1.00"
"pkm-ascended-heroes-60-217-c7bc84c2cf","Eelektrik","60/217","677040","Eelektrik (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-60-217-c7bc84c2cf","Eelektrik","60/217","676900","Eelektrik (Quick Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-61-217-883d7cf4f2","Mega Eelektross ex","61/217","675873","Mega Eelektross ex - 061/217","LINKED","0.60"
"pkm-ascended-heroes-62-217-e114baa52d","Stunfisk","62/217","675874","Stunfisk","LINKED","1.00"
"pkm-ascended-heroes-62-217-e114baa52d","Stunfisk","62/217","677041","Stunfisk (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-62-217-e114baa52d","Stunfisk","62/217","676901","Stunfisk (Quick Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-63-217-77f038c62a","Helioptile","63/217","675875","Helioptile","LINKED","1.00"
"pkm-ascended-heroes-63-217-77f038c62a","Helioptile","63/217","677042","Helioptile (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-63-217-77f038c62a","Helioptile","63/217","676902","Helioptile (Quick Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-64-217-c844b8381c","Heliolisk","64/217","675876","Heliolisk - 064/217","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-64-217-c844b8381c","Heliolisk","64/217","677043","Heliolisk - 064/217 (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.17"
"pkm-ascended-heroes-64-217-c844b8381c","Heliolisk","64/217","676903","Heliolisk - 064/217 (Quick Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.20"
"pkm-ascended-heroes-65-217-1aefbcb6d9","Charjabug","65/217","675877","Charjabug","LINKED","1.00"
"pkm-ascended-heroes-65-217-1aefbcb6d9","Charjabug","65/217","677044","Charjabug (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.25"
"pkm-ascended-heroes-65-217-1aefbcb6d9","Charjabug","65/217","676904","Charjabug (Quick Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-66-217-cff8987b77","Vikavolt","66/217","675878","Vikavolt - 066/217","SKIPPED_LOW_NAME_SIMILARITY","0.33"
"pkm-ascended-heroes-66-217-cff8987b77","Vikavolt","66/217","677045","Vikavolt - 066/217 (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.17"
"pkm-ascended-heroes-66-217-cff8987b77","Vikavolt","66/217","676905","Vikavolt - 066/217 (Quick Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.20"
"pkm-ascended-heroes-67-217-f977dae4aa","Tapu Koko","67/217","675879","Tapu Koko","LINKED","1.00"
"pkm-ascended-heroes-67-217-f977dae4aa","Tapu Koko","67/217","677046","Tapu Koko (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.40"
"pkm-ascended-heroes-67-217-f977dae4aa","Tapu Koko","67/217","676906","Tapu Koko (Quick Ball)","LINKED","0.50"
"pkm-ascended-heroes-68-217-f385893aea","Hop's Pincurchin ex","68/217","675880","Hop's Pincurchin ex","LINKED","1.00"
"pkm-ascended-heroes-69-217-e48f6d115c","Iono's Tadbulb","69/217","675881","Iono's Tadbulb","LINKED","1.00"
"pkm-ascended-heroes-69-217-e48f6d115c","Iono's Tadbulb","69/217","677047","Iono's Tadbulb (Energy Symbol Pattern)","LINKED","0.50"
"pkm-ascended-heroes-69-217-e48f6d115c","Iono's Tadbulb","69/217","676907","Iono's Tadbulb (Poke Ball)","LINKED","0.60"
"pkm-ascended-heroes-70-217-7af9a77345","Iono's Bellibolt ex","70/217","675882","Iono's Bellibolt ex - 070/217","LINKED","0.67"
"pkm-ascended-heroes-71-217-284ac99443","Iono's Wattrel","71/217","675883","Iono's Wattrel - 071/217","LINKED","0.60"
"pkm-ascended-heroes-71-217-284ac99443","Iono's Wattrel","71/217","677048","Iono's Wattrel - 071/217 (Energy Symbol Pattern)","SKIPPED_LOW_NAME_SIMILARITY","0.38"
"pkm-ascended-heroes-71-217-284ac99443","Iono's Wattrel","71/217","676908","Iono's Wattrel - 071/217 (Poke Ball)","SKIPPED_LOW_NAME_SIMILARITY","0.43"
"pkm-ascended-heroes-72-217-bda475b793","Iono's Kilowattrel","72/217","675884","Iono's Kilowattrel","LINKED","1.00"
"pkm-ascended-heroes-72-217-bda475b793","Iono's Kilowattrel","72/217","677049","Iono's Kilowattrel (Energy Symbol Pattern)","LINKED","0.50"
"pkm-ascended-heroes-72-217-bda475b793","Iono's Kilowattrel","72/217","676909","Iono's Kilowattrel (Poke Ball)","LINKED","0.60"
"pkm-ascended-heroes-73-217-0577fa5ce1","Miraidon ex","73/217","675885","Miraidon ex","LINKED","1.00"
