row,title,card_name,set,number,current_price,query,status,accepted_count,rejected_count,last_sale,last3_avg,median,confidence,reason,candidate_title,candidate_price,reject_reason,card_name_expected,normalized_card_name,normalized_candidate_title,name_match_score,matched_name_tokens,missing_name_tokens,card_number_expected,card_number_found,card_number_match,set_expected,set_match_score,excluded_terms_found,final_rejection_reason,rejection_details
1,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,One Piece TCG OP15-EB04Booster Pack English - NewSealed,6.61,excluded lot/pack/playset/booster/deck/sealed term,Usopp,usopp,one piece tcg op15 eb04booster pack english newsealed,0,,usopp,OP15-024,op15; eb04,no,Adventure on Kami's Island,0,pack,excluded lot/pack/playset/booster/deck/sealed term,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""op15; eb04"". Set ""Adventure on Kami's Island"" title-token score: 0. Excluded term(s) found: pack. Final rejection reason: excluded lot/pack/playset/booster/deck/sealed term."
1,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,ONE PIECE Card Game Monkey D Luffy SP Carrying on His Will OP13 119 Japanese,61.92,card name mismatch,Usopp,usopp,one piece card game monkey d luffy sp carrying on his will op13 119 japanese,0,,usopp,OP15-024,op13,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""op13"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
1,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,Luther Burden III Auto Topps Chrome Cosmic Rookie Bears On Card,166.5,card name mismatch,Usopp,usopp,luther burden iii auto topps chrome cosmic rookie bears on card,0,,usopp,OP15-024,,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""none"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
1,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,ONE PIECE Card Game Monkey D Luffy SP Carrying on His Will OP13 119 Japanese,59.95,card name mismatch,Usopp,usopp,one piece card game monkey d luffy sp carrying on his will op13 119 japanese,0,,usopp,OP15-024,op13,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""op13"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
1,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,2026 Bowman Chrome Bo Davidson ON CARD Auto🔥 Purple Mojo Refractor #BMA-BD /199,34,card name mismatch,Usopp,usopp,2026 bowman chrome bo davidson on card auto purple mojo refractor bma bd 199,0,,usopp,OP15-024,,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""none"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
1,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,2024 BOWMAN CHROME DAVID GUZMAN ON CARD AUTO 1ST BLUE JAYS,2,card name mismatch,Usopp,usopp,2024 bowman chrome david guzman on card auto 1st blue jays,0,,usopp,OP15-024,auto 1,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""auto 1"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
1,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,1989 Fleer #616 Bill Ripken Black Box on knob,4,card name mismatch,Usopp,usopp,1989 fleer 616 bill ripken black box on knob,0,,usopp,OP15-024,,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""none"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
1,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,One Piece OP-15 Adventure on Kami\'s Island Booster Pack Factory Sealed ENGLISH,7.99,excluded lot/pack/playset/booster/deck/sealed term,Usopp,usopp,one piece op 15 adventure on kami s island booster pack factory sealed english,0,,usopp,OP15-024,op-15,no,Adventure on Kami's Island,100,booster; pack; sealed,excluded lot/pack/playset/booster/deck/sealed term,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""op-15"". Set ""Adventure on Kami's Island"" title-token score: 100. Excluded term(s) found: booster, pack, sealed. Final rejection reason: excluded lot/pack/playset/booster/deck/sealed term."
1,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,Disney/Pixar California Adventure 3` Vinylmation Park Series #11 Combo Package,24.99,card name mismatch,Usopp,usopp,disney pixar california adventure 3 vinylmation park series 11 combo package,0,,usopp,OP15-024,nture 3,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""nture 3"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
1,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,Ethan\'s Adventure 221/182 Pokémon TCG S&V Destined Rivals Full Art Trainer NM,3.53,card name mismatch,Usopp,usopp,ethan s adventure 221 182 pok mon tcg s v destined rivals full art trainer nm,0,,usopp,OP15-024,nture 221,no,Adventure on Kami's Island,40,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""nture 221"". Set ""Adventure on Kami's Island"" title-token score: 40. Final rejection reason: card name mismatch."
1,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,General Grievous 2025 Topps Star Wars Smugglers Outpost On Card Autograph,47.63,card name mismatch,Usopp,usopp,general grievous 2025 topps star wars smugglers outpost on card autograph,0,,usopp,OP15-024,evous 2025,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""evous 2025"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
1,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,Ben Saraf (RC) 2025-26 Topps Midnight - Rookie Jersey On-Card Auto #RJA-BS Nets,25,card name mismatch,Usopp,usopp,ben saraf rc 2025 26 topps midnight rookie jersey on card auto rja bs nets,0,,usopp,OP15-024,,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""none"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
1,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,2026 Topps Series 2 Matt Olson 1991 Blue Auto 141/150 ON CARD Atlanta Braves,59.99,card name mismatch,Usopp,usopp,2026 topps series 2 matt olson 1991 blue auto 141 150 on card atlanta braves,0,,usopp,OP15-024,eries 2; olson 1991; auto 141,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""eries 2; olson 1991; auto 141"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
1,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,1969 Topps Roberto Clemente (`Bob` on card) #50 Pittsburgh Pirates,17.5,card name mismatch,Usopp,usopp,1969 topps roberto clemente bob on card 50 pittsburgh pirates,0,,usopp,OP15-024,,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""none"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
1,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,Piers 2🌟  | Pokémon TCG Pocket | ANY ENGLISH | Best Deal on eBay,3.95,card name mismatch,Usopp,usopp,piers 2 pok mon tcg pocket any english best deal on ebay,0,,usopp,OP15-024,piers 2,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""piers 2"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
1,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,2025 WWE Topps Exalted Cowboy Bob Orton On Card Auto,7,card name mismatch,Usopp,usopp,2025 wwe topps exalted cowboy bob orton on card auto,0,,usopp,OP15-024,,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""none"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
1,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,One Piece Card Game OP13 Carrying on His Will Booster Box English New & Sealed,521.12,excluded lot/pack/playset/booster/deck/sealed term,Usopp,usopp,one piece card game op13 carrying on his will booster box english new sealed,0,,usopp,OP15-024,op13,no,Adventure on Kami's Island,20,booster; sealed,excluded lot/pack/playset/booster/deck/sealed term,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""op13"". Set ""Adventure on Kami's Island"" title-token score: 20. Excluded term(s) found: booster, sealed. Final rejection reason: excluded lot/pack/playset/booster/deck/sealed term."
1,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,Ryan Blaney 2020 Panini Chronicles Racing Illusions On Card Auto 68/100 Menards,17,card name mismatch,Usopp,usopp,ryan blaney 2020 panini chronicles racing illusions on card auto 68 100 menards,0,,usopp,OP15-024,laney 2020; auto 68,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""laney 2020; auto 68"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
1,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,2025 Topps WWE Universe Jerry Lawler Flare On Card Autograph Auto,14,card name mismatch,Usopp,usopp,2025 topps wwe universe jerry lawler flare on card autograph auto,0,,usopp,OP15-024,,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""none"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
1,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,1967 Topps Roberto Clemente (Bob on Card) #400 HOF 0o8c,175,card name mismatch,Usopp,usopp,1967 topps roberto clemente bob on card 400 hof 0o8c,0,,usopp,OP15-024,hof 0; o8,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""hof 0; o8"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
1,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,Monkey.D.Luffy Alt Art OP13-118 SEC Carrying on His Will One Piece CCG Japanese,70,card name mismatch,Usopp,usopp,monkey d luffy alt art op13 118 sec carrying on his will one piece ccg japanese,0,,usopp,OP15-024,op13,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""op13"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
1,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,One Piece Usopp 25th Anniversary St01-00 Alt Art Promo,24.99,card number mismatch,Usopp,usopp,one piece usopp 25th anniversary st01 00 alt art promo,100,usopp,,OP15-024,usopp 25; st01,no,Adventure on Kami's Island,0,,card number mismatch,"Expected ""Usopp""; matched token(s): usopp; missing token(s): none; name score 100 meets threshold 90. Expected card number ""OP15-024""; found ""usopp 25; st01"". Set ""Adventure on Kami's Island"" title-token score: 0. Final rejection reason: card number mismatch."
1,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,2020 Topps Tribute #TGH-RH Rickey Henderson On Card Autograph /25 Acetate,245,card name mismatch,Usopp,usopp,2020 topps tribute tgh rh rickey henderson on card autograph 25 acetate,0,,usopp,OP15-024,,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""none"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
1,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,2021 Topps Finest LEGEND James Worthy FA-JW On Card Auto Black Refractor 08/15,30,card name mismatch,Usopp,usopp,2021 topps finest legend james worthy fa jw on card auto black refractor 08 15,0,,usopp,OP15-024,actor 08,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""actor 08"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
1,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,Blaziken 024/189 Holo Rare Darkness Ablaze Pokemon Reverse Holo Near Mint,2.75,card name mismatch,Usopp,usopp,blaziken 024 189 holo rare darkness ablaze pokemon reverse holo near mint,0,,usopp,OP15-024,ziken 024,no,Adventure on Kami's Island,0,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""ziken 024"". Set ""Adventure on Kami's Island"" title-token score: 0. Final rejection reason: card name mismatch."
1,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,#024 - 2025-26 Club Legacyz Icons 4th Edition: World Heroes,9.23,card name mismatch,Usopp,usopp,024 2025 26 club legacyz icons 4th edition world heroes,0,,usopp,OP15-024,icons 4,no,Adventure on Kami's Island,0,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""icons 4"". Set ""Adventure on Kami's Island"" title-token score: 0. Final rejection reason: card name mismatch."
1,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,1997 Pro Line II 2 Gems Premiere Football 23 Karat Gold Favre Only Box on eBay!,75,card name mismatch,Usopp,usopp,1997 pro line ii 2 gems premiere football 23 karat gold favre only box on ebay,0,,usopp,OP15-024,ii 2; tball 23,no,Adventure on Kami's Island,20,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""ii 2; tball 23"". Set ""Adventure on Kami's Island"" title-token score: 20. Final rejection reason: card name mismatch."
1,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,Oricorio EX 024 Pokémon TCG: Mega Evolution Promo NM/M - Lot of 3,51.59,excluded lot/pack/playset/booster/deck/sealed term,Usopp,usopp,oricorio ex 024 pok mon tcg mega evolution promo nm m lot of 3,0,,usopp,OP15-024,ex 024; of 3,no,Adventure on Kami's Island,0,lot,excluded lot/pack/playset/booster/deck/sealed term,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""ex 024; of 3"". Set ""Adventure on Kami's Island"" title-token score: 0. Excluded term(s) found: lot. Final rejection reason: excluded lot/pack/playset/booster/deck/sealed term."
1,USOPP OP15-024 ADVENTURE ON KAMI'S ISLAND FOIL RARE NM,Usopp,Adventure on Kami's Island,OP15-024,1.99,Usopp Adventure on Kami's Island OP15-024,NO_DATA,0,0,,,,0,,One Piece TCG Enel SEC OP15-118 English ✅,20.71,card name mismatch,Usopp,usopp,one piece tcg enel sec op15 118 english,0,,usopp,OP15-024,op15,no,Adventure on Kami's Island,0,,card name mismatch,"Expected ""Usopp""; matched token(s): none; missing token(s): usopp; name score 0 below threshold 90. Expected card number ""OP15-024""; found ""op15"". Set ""Adventure on Kami's Island"" title-token score: 0. Final rejection reason: card name mismatch."
